"Identifiant";"Dénomination complète";"Type voie";"Arrondissement";"Longueur voie"
"10904";"SQUARE GASTON BERTANDEAU";"square";"17e";"30"
"13735";"PASSAGE DES TAILLANDIERS";"passage";"11e";"77"
"9064";"RUE ARSENE HOUSSAYE";"rue";"08e";"260"
"13961";"RUE VASCO DE GAMA";"rue";"15e";"450"
"13395";"RUE SAUVAL";"rue";"01e";"80"
"10181";"RUE DAVIOUD";"rue";"16e";"240"
"10850";"RUE FROIDEVAUX";"rue";"14e";"660"
"11422";"RUE JAUCOURT";"rue";"12e";"125"
"15006";"PLACE RENE CHAR";"place";"07e";""
"11137";"IMPASSE GRISEL";"impasse";"15e";"82"
"9408";"RUE BOUCHUT";"rue";"15e";"188"
"12666";"RUE PAUL BERT";"rue";"11e";"180"
"10038";"RUE CORBON";"rue";"15e";"140"
"12902";"RUE DES PLANTES";"rue";"14e";"935"
"14924";"AVENUE DU COLONEL HENRI ROL-TANGUY";"avenue";"14e";"75"
"8867";"RUE ALEXANDRE DUMAS";"rue";"11e,20e";"900"
"9943";"RUE DE CLUNY";"rue";"05e";"62"
"9223";"PASSAGE BEAUFILS";"passage";"20e";"10"
"9680";"RUE DE CHABLIS";"rue";"12e";"36"
"13210";"RUE DU RETRAIT";"rue";"20e";"290"
"12898";"PASSAGE PLANCHARD";"passage";"20e";"167"
"11670";"RUE LAMENNAIS";"rue";"08e";"123"
"12596";"RUE PAILLET";"rue";"05e";"39"
"9087";"PASSAGE DE L'ATLAS";"passage";"19e";"70"
"10700";"RUE FERNAND LEGER";"rue";"20e";"200"
"11159";"PLACE DU GUIGNIER";"place";"20e";""
"12860";"RUE PIERRE LESCOT";"rue";"01e";"315"
"8767";"RUE DE L'ABBE GREGOIRE";"rue";"06e";"372"
"9405";"RUE BOTZARIS";"rue";"19e";"860"
"15305";"PLACE DIANA";"place";"16e";""
"12811";"RUE PHILIDOR";"rue";"20e";"95"
"10926";"RUE GAVARNI";"rue";"16e";"100"
"12698";"IMPASSE PAUL-LOUIS COURIER";"impasse";"07e";"25"
"9757";"PASSAGE CHARLES DALLERY";"passage";"11e";"360"
"8924";"VILLA AMALIA";"villa";"19e";"70"
"11305";"AVENUE HOCHE";"avenue";"08e";"750"
"13461";"RUE SIMON LE FRANC";"rue";"04e";"96"
"11951";"RUE DE LUBECK";"rue";"16e";"490"
"10078";"RUE COYPEL";"rue";"13e";"134"
"8788";"RUE D'ABOUKIR";"rue";"02e";"870"
"13372";"RUE SALOMON DE CAUS";"rue";"03e";"75"
"13354";"RUE DES SABLONS";"rue";"16e";"385"
"12812";"AVENUE PHILIPPE-AUGUSTE";"avenue";"11e";"1040"
"8860";"RUE D'ALESIA";"rue";"14e";"2400"
"12284";"RUE DE MONCEAU";"rue";"08e";"1000"
"11848";"RUE LHOMOND";"rue";"05e";"578"
"9800";"RUE DU CHAROLAIS";"rue";"12e";"705"
"9942";"RUE DES CLOYS";"rue";"18e";"355"
"11625";"SQUARE LA BRUYERE";"square";"09e";"43"
"10480";"RUE ELZEVIR";"rue";"03e";"167"
"13736";"RUE DES TAILLANDIERS";"rue";"11e";"254"
"8763";"RUE DE L'ABBE DE L'EPEE";"rue";"05e";"240"
"11127";"RUE GRENETA";"rue";"02e,03e";"465"
"13562";"RUE SAINT-BLAISE";"rue";"20e";"600"
"13083";"AVENUE PRUDHON";"avenue";"16e";"190"
"11852";"RUE DU LIBAN";"rue";"20e";"60"
"12002";"RUE DE LA MAISON BLANCHE";"rue";"13e";"82"
"11669";"RUE LAMBLARDIE";"rue";"12e";"224"
"10329";"RUE DE DOMREMY";"rue";"13e";"420"
"13979";"RUE VELPEAU";"rue";"07e";"100"
"13640";"RUE SAINT-MATHIEU";"rue";"18e";"150"
"15011";"VOIE FN/13";"voie";"13e";"30"
"14105";"RUE VITRUVE";"rue";"20e";"810"
"11598";"AVENUE JUNOT";"avenue";"18e";"450"
"12509";"RUE NOTRE-DAME DE NAZARETH";"rue";"03e";"605"
"10330";"RUE DONIZETTI";"rue";"16e";"95"
"10233";"RUE DESAUGIERS";"rue";"16e";"31"
"10037";"RUE CORBINEAU";"rue";"12e";"134"
"9998";"RUE COMMINES";"rue";"03e";"170"
"10376";"RUE DUMONT D'URVILLE";"rue";"16e";"368"
"8948";"RUE AMPERE";"rue";"17e";"600"
"11518";"PLACE JOHANN STRAUSS";"place";"10e";"45"
"13894";"AVENUE DU TRONE";"avenue";"11e,12e";"56"
"15314";"PLACE EDITH THOMAS";"place";"14e";""
"9042";"PLACE DE L'ARGONNE";"place";"19e";"50"
"10090";"IMPASSE DES CRINS";"impasse";"20e";"77"
"12454";"PONT NEUF";"pont";"01e,06e";"233"
"13648";"PONT SAINT-MICHEL";"pont";"01e,04e,05e,06e";"62"
"12108";"RUE MARIOTTE";"rue";"17e";"100"
"10072";"PASSAGE COURTOIS";"passage";"11e";"260"
"14407";"VOIE BA/17";"voie";"17e";"240"
"12285";"SQUARE MONCEAU";"square";"17e";"60"
"11829";"RUE DE LESDIGUIERES";"rue";"04e";"164"
"11701";"RUE LAS CASES";"rue";"07e";"350"
"9145";"RUE DU BAC";"rue";"07e";"1150"
"14580";"CARREFOUR DE LONGCHAMP";"carrefour";"16e";""
"12502";"RUE DES NONNAINS D'HYERES";"rue";"04e";"139"
"11276";"PLACE HENRI ROLLET";"place";"15e";""
"14604";"ALLEE DE LA REINE MARGUERITE";"allée";"16e";"3100"
"11557";"RUE DE JOUY";"rue";"04e";"131"
"13873";"RUE DU TRESOR";"rue";"04e";"77"
"11886";"RUE DE LOGELBACH";"rue";"17e";"160"
"9683";"RUE DU CHAFFAULT";"rue";"12e";"75"
"11809";"RUE LEONTINE";"rue";"15e";"90"
"8885";"RUE ALFRED STEVENS";"rue";"09e";"87"
"9109";"RUE AUGUSTE CHABRIERES";"rue";"15e";"195"
"14612";"CHEMIN DE LA SEINE A BAGATELLE";"chemin";"16e";"250"
"12449";"CITE NEGRIER";"cité";"07e";"44"
"14680";"CARREFOUR DE LA PATTE D'OIE";"carrefour";"12e";""
"11287";"RUE HERAULT DE SECHELLES";"rue";"17e";"29"
"9017";"RUE ANDRE SUARES";"rue";"17e";"154"
"12157";"RUE MAUBLANC";"rue";"15e";"155"
"14627";"CARREFOUR DE BEAUTE";"carrefour";"12e";""
"9163";"RUE BALZAC";"rue";"08e";"420"
"9222";"AVENUE BEAUCOUR";"avenue";"08e";"178"
"13161";"PASSAGE DES RECOLLETS";"passage";"10e";"206"
"12924";"RUE DES POISSONNIERS";"rue";"18e";"1420"
"11615";"RUE DE LA BAUME";"rue";"08e";"300"
"9510";"RUE BRUANT";"rue";"13e";"280"
"8820";"RUE D'AGUESSEAU";"rue";"08e";"175"
"11471";"RUE JEAN LANTIER";"rue";"01e";"168"
"13544";"AVENUE DES SYCOMORES";"avenue";"16e";"350"
"10213";"IMPASSE DELIGNY";"impasse";"17e";"74"
"15214";"RUE GERMAINE RICHIER";"rue";"13e";""
"15390";"PLACE JULIETTE GRECO";"place";"06e";""
"15414";"PROMENADE GERMAINE SABLON";"promenade";"13e";""
"11824";"SQUARE LEROY-BEAULIEU";"square";"16e";"25"
"14095";"RUE VIOLET";"rue";"15e";"620"
"12247";"RUE DU MIDI";"rue";"17e";"8"
"9407";"RUE BOUCHER";"rue";"01e";"58"
"14520";"VOIE DM/13";"voie";"13e";"220"
"14331";"VOIE EM/20";"voie";"20e";"310"
"10583";"VILLA ETEX";"villa";"18e";"27"
"10367";"PASSAGE DU GUESCLIN";"passage";"15e";"90"
"12009";"QUAI MALAQUAIS";"quai";"06e";"330"
"10885";"RUE GAMBEY";"rue";"11e";"120"
"13289";"RUE DU ROI D'ALGER";"rue";"18e";"96"
"11612";"PASSAGE KRACHER";"passage";"18e";"90"
"11502";"RUE JEAN TISON";"rue";"01e";"16"
"13075";"PLACE PROSPER GOUBAUX";"place";"08e,17e";""
"10771";"RUE DES FOSSES SAINT-MARCEL";"rue";"05e";"140"
"14025";"RUE DE VIARMES";"rue";"01e";"125"
"9702";"RUE DU CHAMP DE MARS";"rue";"07e";"302"
"10248";"RUE DESPREZ";"rue";"14e";"110"
"13026";"PASSAGE POTIER";"passage";"01e";"16"
"9858";"RUE DE CHEVREUSE";"rue";"06e";"70"
"15399";"PLACE DES COMBATTANTES ET COMBATTANTS DU SIDA";"place";"04e";""
"10035";"RUE COQUILLIERE";"rue";"01e";"295"
"11560";"RUE JUGE";"rue";"15e";"264"
"14469";"VOIE CG/16";"voie";"16e";"40"
"12482";"RUE NICOLET";"rue";"18e";"112"
"10034";"RUE COQ HERON";"rue";"01e";"50"
"14431";"VOIE BB/16";"voie";"16e";"140"
"14515";"VOIE DJ/13";"voie";"13e";"250"
"10610";"RUE EUGENE SUE";"rue";"18e";"230"
"9935";"RUE CLOTILDE DE VAUX";"rue";"11e";"23"
"10682";"RUE FERDINAND FLOCON";"rue";"18e";"140"
"11414";"RUE DES JARDINIERS";"rue";"12e";"160"
"13670";"RUE SAINT-ROMAIN";"rue";"06e";"163"
"11201";"RUE DES HALLES";"rue";"01e";"235"
"9899";"VILLA CLAUDE MONET";"villa";"19e";"55"
"14603";"CHEMIN DES RESERVOIRS";"chemin";"16e";"1150"
"12571";"SQUARE ORNANO";"square";"18e";"66"
"9859";"VILLA CHEYSSON";"villa";"16e";"110"
"9501";"RUE DE BRISSAC";"rue";"04e";"42"
"13082";"RUE DE LA PROVIDENCE";"rue";"13e";"240"
"10176";"RUE DAVAL";"rue";"11e";"100"
"9374";"BOULEVARD DU BOIS LE PRETRE";"boulevard";"17e";"270"
"9467";"RUE BRAHMS";"rue";"12e";"62"
"9473";"PASSAGE BRANTOME";"passage";"03e";"24"
"9846";"RUE CHEREAU";"rue";"13e";"74"
"11549";"PASSAGE JOUFFROY";"passage";"09e";"140"
"9165";"RUE DU BANQUIER";"rue";"13e";"390"
"9714";"PLACE DU CHANCELIER ADENAUER";"place";"16e";""
"8805";"PLACE ADOLPHE MAX";"place";"09e";"65"
"8824";"PLACE AIME MAILLART";"place";"17e";""
"9763";"SQUARE CHARLES DICKENS";"square";"16e";"35"
"9764";"PLACE CHARLES DULLIN";"place";"18e";""
"8830";"SQUARE ALAIN-FOURNIER";"square";"14e";"90"
"8846";"AVENUE ALBERT IER DE MONACO";"avenue";"16e";"150"
"9783";"PLACE CHARLES MICHELS";"place";"15e";"70"
"9785";"RUE CHARLES MARIE WIDOR";"rue";"16e";"60"
"11298";"RUE DE HESSE";"rue";"03e";"62"
"10938";"RUE DU GENERAL CAMOU";"rue";"07e";"127"
"10993";"AVENUE DU GENERAL EISENHOWER";"avenue";"08e";"215"
"11377";"PLACE JACQUES ET THERESE TREFOUEL";"place";"15e";"84"
"10435";"RUE EDGAR POE";"rue";"19e";"135"
"11039";"RUE GEORGES AURIC";"rue";"19e";"160"
"11059";"RUE GEORGES DUMEZIL";"rue";"15e";"31"
"10758";"ALLEE DE FONTAINEBLEAU";"allée";"19e";"153"
"11144";"RUE DU GROUPE MANOUCHIAN";"rue";"20e";"255"
"10787";"AVENUE DE FRANCE";"avenue";"13e";"1750"
"10520";"SQUARE EMMANUEL CHABRIER";"square";"17e";"54"
"10794";"RUE FRANCISQUE GAY";"rue";"06e";"26"
"10178";"AVENUE DAVID WEILL";"avenue";"14e";"98"
"10833";"RUE FREDERIC SCHNEIDER";"rue";"18e";"140"
"10244";"ALLEE DES MAUVES";"allée";"20e";"87"
"10607";"RUE EUGENE POUBELLE";"rue";"16e";"28"
"10871";"VILLA GAGLIARDINI";"villa";"20e";"91"
"10677";"PLACE FERDINAND BRUNOT";"place";"14e";""
"10694";"RUE FERNAND BRAUDEL";"rue";"13e";"207"
"12109";"ALLEE MARIUS BARROUX";"allée";"19e";"70"
"12136";"RUE MARX DORMOY";"rue";"18e";"590"
"12977";"AVENUE DE LA PORTE DE CLIGNANCOURT";"avenue";"18e";"345"
"11766";"SQUARE LEIBNIZ";"square";"18e";"95"
"12981";"AVENUE DE LA PORTE D'IVRY";"avenue";"13e";"240"
"12990";"AVENUE DE LA PORTE DE MONTROUGE";"avenue";"14e";"300"
"12995";"AVENUE DE LA PORTE DE LA PLAINE";"avenue";"15e";"300"
"14239";"VOIE BY/12";"voie";"12e";"24"
"11861";"RUE DU LIEUTENANT LAPEYRE";"rue";"14e";"35"
"12171";"RUE MAURICE LOEWY";"rue";"14e";"43"
"12720";"RUE PEGOUD";"rue";"15e";"140"
"12169";"AVENUE MAURICE D'OCAGNE";"avenue";"14e";"430"
"11920";"SQUARE LOUIS GENTIL";"square";"12e";"70"
"11918";"RUE LOUISE WEISS";"rue";"13e";"200"
"12816";"RUE PHILIPPE HECHT";"rue";"19e";"142"
"11930";"RUE LOUIS PERGAUD";"rue";"13e";"105"
"11530";"RUE JOSEPH PYTHON";"rue";"20e";"335"
"12881";"RUE PIET MONDRIAN";"rue";"15e";"47"
"11540";"RUE JOSEPH LIOUVILLE";"rue";"15e";"130"
"12315";"SQUARE DU MONT BLANC";"square";"16e";"36"
"12395";"RUE DU MOULIN JOLY";"rue";"11e";"267"
"12409";"SQUARE MOZART";"square";"16e";"77"
"12965";"PLACE DE LA PORTE DE BAGNOLET";"place";"20e";""
"14790";"VILLA DU CLOS DE MALEVART";"villa";"11e";"50"
"14318";"VOIE Q/17";"voie";"17e";"18"
"14250";"VOIE G/15";"voie";"15e";"15"
"13361";"RUE DU SAHEL";"rue";"12e";"570"
"14219";"VOIE D/6";"voie";"06e";"51"
"14375";"VOIE U/16";"voie";"16e";"78"
"14489";"VOIE AD/19";"voie";"19e";"18"
"14269";"VOIE AF/14";"voie";"14e";"300"
"14271";"VOIE AY/18";"voie";"18e";"62"
"14278";"VOIE N/11";"voie";"11e";"61"
"13519";"AVENUE STEPHEN PICHON";"avenue";"13e";"200"
"14585";"AVENUE DU MAHATMA GANDHI";"avenue";"16e";"1100"
"13105";"SQUARE DU QUERCY";"square";"20e";"67"
"14722";"RUE ROLAND BARTHES";"rue";"12e";"199"
"13751";"PLACE TATTEGRAIN";"place";"16e";""
"14156";"ESPLANADE HENRI DE FRANCE";"esplanade";"15e";""
"13789";"AVENUE THEOPHILE GAUTIER";"avenue";"16e";"550"
"14179";"VOIE AI/12";"voie";"12e";"70"
"13807";"RUE THOMIRE";"rue";"13e";"110"
"13810";"VILLA THORETON";"villa";"15e";"148"
"13202";"PLACE DE LA REPUBLIQUE DE L'EQUATEUR";"place";"08e,17e";""
"13844";"RUE DE TOULOUSE";"rue";"19e";"145"
"13225";"PLACE RICHARD BARET";"place";"17e";"70"
"13908";"AVENUE DE LA TUNISIE";"avenue";"14e";"340"
"14209";"VOIE BT/19";"voie";"19e";"50"
"14883";"VOIE CD/18";"voie";"18e";"131"
"11225";"IMPASSE HAXO";"impasse";"20e";"52"
"14979";"PLACE RHIN ET DANUBE";"place";"19e";""
"14982";"RUE GASTON AUGUET";"rue";"18e";"85"
"14994";"RUE NICOLE-REINE LEPAUTE";"rue";"13e";"68"
"14996";"PLACE ELISABETH DMITRIEFF";"place";"03e";""
"15012";"RUE JULIE DAUBIE";"rue";"13e";"95"
"9293";"RUE BERGERE";"rue";"09e";"340"
"9296";"RUE BERLIOZ";"rue";"16e";"110"
"12033";"BOULEVARD MARBEAU";"boulevard";"16e";"96"
"14342";"VOIE EW/20";"voie";"20e";"250"
"14697";"ROUTE DU RUISSEAU";"route";"12e";"200"
"12402";"RUE MOUSSET-ROBERT";"rue";"12e";"205"
"13346";"IMPASSE RUFFIN";"impasse";"08e";"43"
"12937";"PASSAGE DU PONCEAU";"passage";"02e";"92"
"11295";"VILLA HERRAN";"villa";"16e";"100"
"12557";"PASSAGE DES ORGUES";"passage";"03e";"30"
"13486";"RUE SORBIER";"rue";"20e";"510"
"9585";"IMPASSE CANART";"impasse";"12e";"81"
"13912";"RUE TURGOT";"rue";"09e";"210"
"13501";"CITE SOUZY";"cité";"11e";"42"
"9860";"RUE DE LA CHINE";"rue";"20e";"750"
"11716";"RUE LAURENCE SAVART";"rue";"20e";"153"
"14290";"VOIE CG/12";"voie";"12e";"60"
"14505";"VOIE BE/14";"voie";"14e";"280"
"11474";"RUE JEAN-LOUIS FORAIN";"rue";"17e";"103"
"14284";"VOIE DC/13";"voie";"13e";"114"
"13876";"RUE DE TREVISE";"rue";"09e";"415"
"10874";"IMPASSE DE LA GAITE";"impasse";"14e";"60"
"14367";"VOIE DH/19";"voie";"19e";"10"
"14624";"ROUTE DU BAC";"route";"12e";"900"
"11207";"RUE DE LA HARPE";"rue";"05e";"220"
"9938";"RUE CLOVIS";"rue";"05e";"237"
"10045";"RUE CORNEILLE";"rue";"06e";"55"
"11316";"PORT DE L'HOTEL DE VILLE";"port";"04e";"577"
"9808";"RUE DE CHARTRES";"rue";"18e";"240"
"14861";"RUE DES BERGES HENNEQUINES";"rue";"14e";"48"
"11574";"BOULEVARD JULES FERRY";"boulevard";"11e";"245"
"10982";"AVENUE DU GENERAL TRIPIER";"avenue";"07e";"113"
"14877";"PROMENADE CLAIRE LACOMBE";"promenade";"11e";"127"
"14888";"PASSAGE DES JACOBINS";"passage";"01e";"90"
"9171";"AVENUE BARBEY D'AUREVILLY";"avenue";"07e";"113"
"15041";"PLACE GERARD OURY";"place";"08e";"31"
"13613";"VILLA SAINT-JACQUES";"villa";"14e";"183"
"10371";"RUE DULAC";"rue";"15e";"127"
"10604";"RUE EUGENE MILLON";"rue";"15e";"168"
"9346";"RUE DE BIZERTE";"rue";"17e";"90"
"14903";"RUE PRIMO LEVI";"rue";"13e";"266"
"15068";"PLACE DE L'HOTEL DE VILLE-ESPLANADE DE LA LIBERATION";"place";"04e";"155"
"14905";"PLACE MADELEINE DANIELOU";"place";"17e";"16"
"14908";"PLACE FLORA TRISTAN";"place";"14e";""
"15079";"ESPLANADE CHARLES-AXEL GUILLAUMOT";"esplanade";"14e";""
"15202";"PLACE MAREK EDELMAN";"place";"11e";""
"15216";"PLACE THEOPHILE BADER";"place";"09e";""
"15218";"RUE JAIC DOMERGUE";"rue";"17e";"40"
"15094";"RUE TOUSSAINT LOUVERTURE";"rue";"11e";"11"
"14941";"PLACE MEHDI BEN BARKA";"place";"06e";"20"
"14942";"PLACE DES 44 ENFANTS D'IZIEU";"place";"13e";"18"
"9664";"RUE CAZOTTE";"rue";"18e";"25"
"11895";"VILLA DE LONGCHAMP";"villa";"16e";"81"
"14806";"ESPLANADE ANDRE CHAMSON";"esplanade";"15e";"42"
"12268";"RUE DE LA MISSION MARCHAND";"rue";"16e";"70"
"9765";"RUE CHARLES DIVRY";"rue";"14e";"175"
"11738";"PLACE LE CORBUSIER";"place";"06e,07e";""
"10578";"RUE DE L'ESTRAPADE";"rue";"05e";"204"
"11050";"RUE GIFFARD";"rue";"13e";"80"
"9535";"RUE BURNOUF";"rue";"19e";"180"
"11586";"BOULEVARD JULES SANDEAU";"boulevard";"16e";"342"
"11761";"RUE LEGOUVE";"rue";"10e";"120"
"9631";"RUE CARRIER-BELLEUSE";"rue";"15e";"125"
"13641";"PASSAGE SAINT-MAUR";"passage";"11e";"100"
"10706";"RUE FERRUS";"rue";"14e";"130"
"10844";"RUE FRIANT";"rue";"14e";"370"
"12951";"PLACE DU PONT NEUF";"place";"01e";""
"11308";"RUE DE L'HOPITAL SAINT-LOUIS";"rue";"10e";"165"
"12795";"RUE DES PETITS HOTELS";"rue";"10e";"215"
"13692";"RUE SAINT-VINCENT DE PAUL";"rue";"10e";"250"
"12301";"RUE MONSIEUR";"rue";"07e";"204"
"13221";"RUE RIBLETTE";"rue";"20e";"162"
"9441";"RUE BOURET";"rue";"19e";"460"
"11739";"RUE LECHEVIN";"rue";"11e";"73"
"13548";"RUE SAINT-AMBROISE";"rue";"11e";"365"
"10352";"PASSAGE DUBOIS";"passage";"19e";"67"
"9802";"RUE DE CHARONNE";"rue";"11e";"1607"
"9734";"RUE CHAPON";"rue";"03e";"378"
"13863";"RUE DE TOURTILLE";"rue";"20e";"300"
"12589";"RUE AUX OURS";"rue";"03e";"90"
"12348";"GALERIE MONTMARTRE";"galerie";"02e";"70"
"11810";"RUE LEON VAUDOYER";"rue";"07e";"110"
"15406";"VOIE CC/14";"voie";"14e";""
"13457";"RUE SIMART";"rue";"18e";"335"
"11901";"RUE DE LOTA";"rue";"16e";"130"
"10892";"QUAI DE LA GARE";"quai";"13e";"240"
"11438";"RUE JEAN BEAUSIRE";"rue";"04e";"130"
"12440";"PLACE NATIONALE";"place";"13e";"40"
"14371";"VOIE BC/18";"voie";"18e";"230"
"14065";"RUE DE VILLAFRANCA";"rue";"15e";"110"
"11825";"RUE LEROY DUPRE";"rue";"12e";"34"
"12016";"RUE MALHER";"rue";"04e";"160"
"15365";"PLACE ATHANASE BASSINET";"place";"15e";""
"14018";"RUE DES VERTUS";"rue";"03e";"150"
"13299";"COUR DE ROME";"cour";"03e";"110"
"13316";"RUE DES ROSIERS";"rue";"04e";"303"
"14384";"VOIE BN/18";"voie";"18e";"430"
"14413";"VOIE BG/17";"voie";"16e,17e";"380"
"14565";"ALLEE DE L'ESPERANCE";"allée";"16e";"1700"
"14556";"CARREFOUR DU BOUT DES LACS";"carrefour";"16e";""
"9550";"RUE CAILLAUX";"rue";"13e";"250"
"13487";"PASSAGE DE LA SORBONNE";"passage";"05e";"35"
"9993";"IMPASSE DU COMMERCE";"impasse";"15e";"34"
"14203";"VOIE BH/20";"voie";"20e";"44"
"12950";"ROND-POINT DU PONT MIRABEAU";"rond-point";"15e";"90"
"15392";"PARVIS ABDELKADER MESLI";"parvis";"05e";""
"13767";"RUE DE LA TERRASSE";"rue";"17e";"245"
"11596";"RUE JULIETTE DODU";"rue";"10e";"250"
"15144";"ESPLANADE CLAUDE LUTER";"esplanade";"20e";"60"
"15203";"PASSAGE WALTER BENJAMIN";"passage";"04e";""
"14912";"PLACE DU 19 MARS 1962";"place";"12e";"25"
"14909";"PLACE ROGER PRIOU-VALJEAN";"place";"04e";"34"
"15078";"RUE BERNARD BUFFET";"rue";"17e";"161"
"15196";"RUE SIMONE IFF";"rue";"12e";""
"15082";"PONT PETIT PONT-CARDINAL LUSTIGER";"pont";"04e,05e";"41"
"14922";"ALLEE DE LA GARANCE";"allée";"19e";"117"
"15215";"ALLEE SONIA RYKIEL";"allée";"06e";""
"14938";"PLACE BENJAMIN FONDANE";"place";"05e";"12"
"15373";"PASSAGE THOMAS SANKARA";"passage";"20e";"11"
"14751";"RUE DE LA BARRIERE BLANCHE";"rue";"18e";"200"
"11777";"RUE LENTONNET";"rue";"09e";"118"
"13111";"AVENUE RACHEL";"avenue";"18e";"104"
"11775";"RUE LENEVEUX";"rue";"14e";"83"
"10154";"RUE DARCET";"rue";"17e";"156"
"10168";"RUE DAUMIER";"rue";"16e";"98"
"10661";"RUE FELICIEN DAVID";"rue";"16e";"450"
"11788";"RUE LEON COGNIET";"rue";"17e";"130"
"12676";"RUE PAUL DELAROCHE";"rue";"16e";"52"
"12827";"RUE PIERRE BAYLE";"rue";"20e";"90"
"13529";"RUE DE SUEZ";"rue";"18e";"140"
"9866";"PLACE CHOPIN";"place";"16e";""
"15591";"PLACE ANDRE ET FRANCOISE TRANNOY";"place";"13e";""
"9030";"PONT DE L'ARCHEVECHE";"pont";"04e,05e";"68"
"11682";"BOULEVARD LANNES";"boulevard";"16e";"960"
"12800";"SQUARE PETRARQUE";"square";"16e";"82"
"13878";"RUE DE LA TRINITE";"rue";"09e";"101"
"13694";"RUE SAINTE-ANASTASE";"rue";"03e";"108"
"12386";"RUE MOUFFETARD";"rue";"05e";"605"
"11112";"RUE DE LA GRANGE AUX BELLES";"rue";"10e";"643"
"8859";"RUE D'ALENCON";"rue";"15e";"65"
"12797";"PLACE DES PETITS PERES";"place";"02e";""
"10406";"RUE DUROC";"rue";"07e";"236"
"10257";"RUE DES DEUX GARES";"rue";"10e";"112"
"10033";"COUR DU COQ";"cour";"11e";"94"
"13031";"IMPASSE POULE";"impasse";"20e";"60"
"12916";"SENTIER DE LA POINTE";"sentier";"20e";"31"
"12070";"RUE DE LA MARE";"rue";"20e";"670"
"9557";"RUE DE CALAIS";"rue";"09e";"153"
"9546";"RUE CAFFARELLI";"rue";"03e";"78"
"15552";"PROMENADE JEAN-PAUL BELMONDO";"promenade";"15e,16e";""
"15387";"VOIE GZ/13";"voie";"13e";""
"11026";"RUE GEORGES LECLANCHE";"rue";"15e";"72"
"10978";"AVENUE DU GENERAL SAN MARTIN";"avenue";"19e";"220"
"10404";"RUE DURIS";"rue";"20e";"309"
"10001";"ALLEE DE LA COMTESSE DE SEGUR";"allée";"08e";"470"
"10455";"RUE EDOUARD LOCKROY";"rue";"11e";"135"
"11045";"RUE GEORGE GERSHWIN";"rue";"12e";"50"
"10066";"RUE DE LA COUR DES NOUES";"rue";"20e";"365"
"11119";"RUE DE LA GRENADE";"rue";"19e";"184"
"11169";"VILLA GUIZOT";"villa";"17e";"68"
"11231";"RUE HECTOR GUIMARD";"rue";"19e";"160"
"10854";"RUE FRUCTIDOR";"rue";"17e";"250"
"10269";"SQUARE DU DIAPASON";"square";"19e";"55"
"10273";"RUE DIEUDONNE COSTES";"rue";"13e";"115"
"10612";"RUE EUGENIE COTTON";"rue";"19e";"260"
"11255";"PASSAGE HENRI GAILLARD";"passage";"16e";"356"
"10284";"AVENUE DU DOCTEUR ARNOLD NETTER";"avenue";"12e";"690"
"10907";"RUE GASTON DARBOUX";"rue";"18e";"150"
"10293";"RUE DU DOCTEUR GERMAIN SEE";"rue";"16e";"200"
"10678";"AVENUE FERDINAND BUISSON";"avenue";"16e";"420"
"10919";"ALLEE DU GENERAL KOENIG";"allée";"17e";"40"
"10298";"RUE DU DOCTEUR JACQUEMAIRE-CLEMENCEAU";"rue";"15e";"188"
"10300";"RUE DU DOCTEUR LABBE";"rue";"20e";"112"
"12476";"RUE NICOLAS FORTIN";"rue";"13e";"129"
"12480";"RUE NICOLAS TAUNAY";"rue";"14e";"65"
"11744";"RUE LECOMTE DU NOUY";"rue";"16e";"76"
"12649";"RUE DU PASTEUR MARC BOEGNER";"rue";"16e";"70"
"12659";"AVENUE PAUL ADAM";"avenue";"17e";"125"
"12664";"PLACE PAUL BEAUREGARD";"place";"16e";""
"12671";"RUE PAUL CEZANNE";"rue";"08e";"100"
"12548";"RUE D'ORADOUR-SUR-GLANE";"rue";"15e";"320"
"11800";"SQUARE LEON GUILLOT";"square";"15e";"80"
"11808";"RUE LEON SECHE";"rue";"15e";"43"
"12682";"RUE PAUL DUKAS";"rue";"12e";"60"
"12999";"AVENUE DE LA PORTE DU PRE-SAINT-GERVAIS";"avenue";"19e";"395"
"12694";"RUE PAUL-JEAN TOULET";"rue";"20e";"73"
"11811";"RUE LEOPOLD BELLAN";"rue";"02e";"190"
"12748";"PLACE DU PERE MARCELLIN CHAMPAGNAT";"place";"16e";"29"
"12695";"RUE PAULIN MERY";"rue";"13e";"110"
"12622";"TERRASSE DU PARC";"terrasse";"19e";""
"12144";"SQUARE DU MASSIF CENTRAL";"square";"12e";""
"12744";"RUE DU PERE GUERIN";"rue";"13e";"130"
"12161";"RUE MAURICE DENIS";"rue";"12e";"45"
"11459";"RUE JEAN FORMIGE";"rue";"15e";"121"
"11475";"RUE JEAN MARIDOR";"rue";"15e";"266"
"12186";"SQUARE MAX HYMANS";"square";"15e";"190"
"12029";"RUE DE LA MANUTENTION";"rue";"16e";"145"
"12030";"PLACE DU MAQUIS DU VERCORS";"place";"19e,20e";""
"12045";"AVENUE MARCEL PROUST";"avenue";"16e";"170"
"11532";"PLACE JOSE MARTI";"place";"16e";""
"11564";"RUE JULES BOURDAIS";"rue";"17e";"135"
"12049";"RUE MARCEL SEMBAT";"rue";"18e";"140"
"12054";"RUE DES MARCHAIS";"rue";"19e";"165"
