"Identifiant";"Dénomination complète";"Type voie";"Arrondissement";"Longueur voie"
"12801";"RUE PETRELLE";"rue";"09e";"239"
"12071";"AVENUE DU MARECHAL FAYOLLE";"avenue";"Hors Paris";"100"
"8866";"RUE ALEXANDRE DE HUMBOLDT";"rue";"19e";"25"
"9893";"RUE CLAUDE FARRERE";"rue";"16e";"210"
"9306";"RUE BERNOULLI";"rue";"08e";"135"
"9908";"PLACE CLEMENCEAU";"place";"08e";""
"9959";"PLACE DE COLOMBIE";"place";"16e";""
"10366";"RUE DUGUAY-TROUIN";"rue";"06e";"150"
"9490";"PASSAGE BRIARE";"passage";"09e";"120"
"9982";"RUE DU COMMANDANT GUILBAUD";"rue";"16e";"380"
"8886";"COUR D'ALGER";"cour";"12e";"45"
"8798";"SQUARE ADANSON";"square";"05e";"86"
"8897";"PLACE D'ALLERAY";"place";"15e";""
"9457";"RUE BOUTIN";"rue";"13e";"63"
"9574";"RUE CAMILLE BOMBOIS";"rue";"20e";"34"
"8930";"RUE DE L'AMBROISIE";"rue";"12e";"174"
"9633";"RUE CARRIERE-MAINGUET";"rue";"11e";"171"
"9717";"VILLA CHANEZ";"villa";"16e";"53"
"14611";"PORTE DE LA SEINE";"porte";"16e";""
"9768";"AVENUE CHARLES FLOQUET";"avenue";"07e";"610"
"14971";"VOIE FH/20";"voie";"20e";"130"
"9810";"PLACE CHASSAIGNE-GOYON";"place";"08e";""
"10702";"RUE FERNAND RAYNAUD";"rue";"20e";"29"
"14787";"VILLA DES GLIZIERES";"villa";"16e";"20"
"11309";"ALLEE DES HORTENSIAS";"allée";"14e";"80"
"10312";"RUE DU DOCTEUR PAUL BROUSSE";"rue";"17e";"125"
"10356";"RUE DUC";"rue";"18e";"240"
"9444";"RUE DE BOURGOGNE";"rue";"07e";"580"
"11674";"AVENUE DE LA MOTTE-PICQUET";"avenue";"07e,15e";"1220"
"12573";"QUAI D'ORSAY";"quai";"07e";"1270"
"11151";"IMPASSE GUEMENEE";"impasse";"04e";"78"
"14411";"VOIE BE/17";"voie";"17e";"180"
"14519";"VOIE DL/13";"voie";"13e";"50"
"12374";"BOULEVARD MORLAND";"boulevard";"04e";"434"
"10099";"RUE DE LA CROIX NIVERT";"rue";"15e";"1860"
"12788";"RUE DU PETIT MUSC";"rue";"04e";"333"
"14476";"VOIE CD/15";"voie";"15e";"200"
"10039";"RUE DES CORDELIERES";"rue";"13e";"380"
"14578";"ROUTE DES LACS A PASSY";"route";"16e";"330"
"14162";"VOIE A/6";"voie";"06e";"53"
"14646";"ROUTE DES DAMES";"route";"12e";"600"
"10534";"PASSAGE DES EPINETTES";"passage";"14e";"69"
"13385";"RUE SARASATE";"rue";"15e";"70"
"11907";"QUAI LOUIS BLERIOT";"quai";"16e";"1620"
"13097";"RUE DE QUATREFAGES";"rue";"05e";"150"
"9583";"PLACE DU CANADA";"place";"08e";""
"13370";"IMPASSE SALEMBRIERE";"impasse";"05e";"37"
"9456";"RUE BOUTEBRIE";"rue";"05e";"58"
"9686";"RUE DE LA CHAISE";"rue";"07e";"200"
"12014";"CITE MALESHERBES";"cité";"09e";"148"
"10598";"RUE EUGENE GIBEZ";"rue";"15e";"180"
"9816";"RUE DU CHATEAU DES RENTIERS";"rue";"13e";"1415"
"14497";"VOIE AY/14";"voie";"14e";"70"
"14354";"VOIE CW/19";"voie";"19e";"240"
"14613";"ROUTE DE LA SEINE A LA BUTTE MORTEMART";"route";"16e";"2100"
"10809";"RUE FRANCOIS MOUTHON";"rue";"15e";"110"
"14691";"CARREFOUR DE LA PYRAMIDE";"carrefour";"12e";""
"14053";"RUE DE VIENNE";"rue";"08e";"330"
"14322";"VOIE ED/20";"voie";"20e";"160"
"13275";"RUE DU ROCHER";"rue";"08e";"805"
"13430";"RUE DES SEPT ARPENTS";"rue";"19e";"74"
"14579";"ALLEE DE LONGCHAMP";"allée";"16e";"3000"
"14599";"ROUTE DE LA PORTE SAINT-JAMES";"route";"16e";"500"
"14373";"VOIE BE/18";"voie";"18e";"300"
"9468";"PASSAGE BRADY";"passage";"10e";"216"
"11845";"RUE DE LEVIS";"rue";"17e";"550"
"10647";"RUE DU FAUBOURG SAINT-ANTOINE";"rue";"11e,12e";"1810"
"10190";"PORT DEBILLY";"port";"16e";"890"
"13392";"RUE DES SAUSSAIES";"rue";"08e";"144"
"11569";"RUE JULES CLARETIE";"rue";"16e";"64"
"14444";"VOIE BK/16";"voie";"16e";"220"
"13594";"IMPASSE SAINT-FRANCOIS";"impasse";"18e";"76"
"14563";"ALLEE DES DAMES";"allée";"16e";"320"
"11644";"SQUARE LA FONTAINE";"square";"16e";"53"
"13112";"IMPASSE RACINE";"impasse";"16e";"45"
"13263";"RUE ROBERT TURQUAN";"rue";"16e";"51"
"10537";"RUE DE L'EQUERRE D'ARGENT";"rue";"01e";"66"
"12359";"PERISTYLE DE MONTPENSIER";"péristyle";"01e";"26"
"11839";"COUR DU LEVANT";"cour";"12e";""
"11834";"RUE LETELLIER";"rue";"15e";"460"
"14356";"VOIE CY/19";"voie";"19e";"750"
"13726";"RUE SAINTE-OPPORTUNE";"rue";"01e";"51"
"11603";"RUE JUSTE METIVIER";"rue";"18e";"40"
"12372";"CITE MORIEUX";"cité";"15e";"95"
"13357";"CITE DU SACRE-COEUR";"cité";"18e";"85"
"12653";"PASSAGE DES PATRIARCHES";"passage";"05e";"72"
"15009";"VOIE FJ/20";"voie";"20e";""
"10414";"RUE DUVIVIER";"rue";"07e";"221"
"13925";"RUE VALADON";"rue";"07e";"109"
"12357";"GALERIE DE MONTPENSIER";"galerie";"01e";"227"
"10599";"RUE EUGENE JUMIN";"rue";"19e";"222"
"9498";"RUE BRIQUET";"rue";"18e";"76"
"15402";"PLACE LILI ET NADIA BOULANGER";"place";"09e";""
"10259";"PASSAGE DES DEUX PAVILLONS";"passage";"01e";"33"
"12766";"PASSAGE DU PERRON";"passage";"01e";"30"
"12001";"CITE DE LA MAIRIE";"cité";"18e";"24"
"12371";"RUE MORET";"rue";"11e";"200"
"8786";"RUE ABEL RABAUD";"rue";"11e";"29"
"9555";"PLACE DU CAIRE";"place";"02e";"25"
"12768";"IMPASSE PERS";"impasse";"18e";"63"
"11116";"RUE DES GRAVILLIERS";"rue";"03e";"375"
"10070";"RUE COURTALON";"rue";"01e";"32"
"13559";"QUAI SAINT-BERNARD";"quai";"05e";"767"
"10135";"COUR DAMOYE";"cour";"11e";"124"
"13550";"RUE SAINT-ANDRE DES ARTS";"rue";"06e";"320"
"12926";"RUE DES POITEVINS";"rue";"06e";"50"
"9962";"RUE DU COLONEL COMBES";"rue";"07e";"75"
"14571";"CHEMIN DES GRAVILLIERS";"chemin";"16e";"470"
"9590";"RUE CANNEBIERE";"rue";"12e";"103"
"10108";"RUE DE CRUSSOL";"rue";"11e";"343"
"9204";"RUE BAUDELIQUE";"rue";"18e";"164"
"8881";"RUE ALFRED FOUILLEE";"rue";"13e";"95"
"15363";"COURS DES AVOCATS";"cours";"17e";""
"8879";"PLACE ALFRED KASTLER";"place";"05e";"28"
"9878";"RUE CINO DEL DUCA";"rue";"17e";"380"
"9290";"PORTE BERGER";"porte";"01e";"6"
"11371";"RUE D'ITALIE";"rue";"13e";"47"
"9172";"PLACE DE BARCELONE";"place";"16e";""
"9176";"RUE BARON LE ROY";"rue";"12e";"483"
"9966";"RUE DU COLONEL MANHES";"rue";"17e";"82"
"9841";"COUR DU CHENE VERT";"cour";"12e";"72"
"14047";"PASSAGE VICTOR MARCHAND";"passage";"13e";"82"
"11131";"RUE GRESSET";"rue";"19e";"82"
"10082";"IMPASSE DU CREDIT LYONNAIS";"impasse";"13e";"82"
"8912";"PLACE ALPHONSE DEVILLE";"place";"06e";"50"
"8928";"AVENUE AMBROISE RENDU";"avenue";"19e";"315"
"8951";"RUE ANDRE GIDE";"rue";"15e";"365"
"9721";"AVENUE CHANTEMESSE";"avenue";"16e";"105"
"10703";"RUE FERNAND WIDAL";"rue";"13e";"100"
"14586";"ROND DES MELEZES";"";"16e";""
"11389";"PLACE JACQUES FROMENT";"place";"18e";""
"9781";"RUE CHARLES LE GOFFIC";"rue";"14e";"73"
"9793";"RUE CHARLES TELLIER";"rue";"16e";"144"
"10308";"RUE DU DOCTEUR LUCAS-CHAMPIONNIERE";"rue";"13e";"105"
"10947";"RUE DU GENERAL CLERGERIE";"rue";"16e";"88"
"11342";"COUR DE L'INDUSTRIE";"cour";"11e";"60"
"10338";"BOULEVARD DE DOUAUMONT";"boulevard";"17e";"970"
"11354";"RUE DE L'INTERNE LOEB";"rue";"13e";"183"
"9928";"RUE DU CLOITRE NOTRE-DAME";"rue";"04e";"223"
"12915";"RUE POINSOT";"rue";"14e";"80"
"10846";"AVENUE DE FRIEDLAND";"avenue";"08e";"630"
"13117";"RUE RAFFET";"rue";"16e";"407"
"15324";"IMPASSE LOUISE-EMILIE DE LA TOUR D'AUVERGNE";"impasse";"09e";"34"
"10579";"RUE D'ESTREES";"rue";"07e";"495"
"13627";"COUR SAINT-LOUIS";"cour";"11e";"155"
"14062";"COUR VIGUES";"cour";"11e";"31"
"13864";"AVENUE DE TOURVILLE";"avenue";"07e";"550"
"10479";"RUE DE L'ELYSEE MENILMONTANT";"rue";"20e";"81"
"12458";"RUE NEUVE POPINCOURT";"rue";"11e";"145"
"12882";"RUE PIHET";"rue";"11e";"70"
"12047";"RUE MARCEL RENAULT";"rue";"17e";"108"
"13870";"RUE TRAVERSIERE";"rue";"12e";"835"
"14059";"IMPASSE DES VIGNOLES";"impasse";"20e";"86"
"13118";"PASSAGE RAGUINOT";"passage";"12e";"120"
"10838";"PASSAGE FREQUEL";"passage";"20e";"96"
"10239";"PASSAGE DESGRAIS";"passage";"19e";"130"
"9076";"PONT DES ARTS";"pont";"01e,06e";"155"
"13474";"RUELLE DU SOLEIL D'OR";"ruelle";"15e";"160"
"13633";"GALERIE SAINT-MARC";"galerie";"02e";"60"
"12288";"RUE MONCEY";"rue";"09e";"156"
"12879";"CITE PIGALLE";"cité";"09e";"65"
"10825";"RUE FREDERICK LEMAITRE";"rue";"20e";"310"
"12762";"RUE PERREE";"rue";"03e";"221"
"11403";"CITE JANDELLE";"cité";"19e";"115"
"10170";"IMPASSE DAUNAY";"impasse";"11e";"90"
"15588";"PLACE CLAUDE MONCORGE";"place";"18e";""
"12133";"RUE MARYSE BASTIE";"rue";"13e";"128"
"9516";"RUE BRUNESEAU";"rue";"13e";"520"
"11815";"RUE LE PELETIER";"rue";"09e";"448"
"11527";"RUE JONAS";"rue";"13e";"65"
"14280";"VOIE BR/15";"voie";"15e";"318"
"12733";"RUE DE PERCEVAL";"rue";"14e";"64"
"14377";"VOIE BG/18";"voie";"18e";"170"
"14623";"ROUTE DE L'ASILE NATIONAL";"route";"12e";"1270"
"9685";"SQUARE DE CHAILLOT";"square";"16e";"67"
"13287";"RUE DE ROHAN";"rue";"01e";"40"
"13668";"PASSAGE SAINT-ROCH";"passage";"01e";"90"
"10764";"RUE DE LA FORGE ROYALE";"rue";"11e";"220"
"14313";"VOIE CY/12";"voie";"12e";"180"
"14405";"VOIE AZ/17";"voie";"17e";"180"
"14499";"VOIE BA/14";"voie";"14e";"190"
"14574";"ROUTE DES LACS";"route";"16e";"400"
"12392";"PASSAGE DU MOULIN DES PRES";"passage";"13e";"40"
"10041";"IMPASSE CORDON-BOUSSARD";"impasse";"20e";"32"
"14202";"VOIE BG/19";"voie";"19e";"190"
"13482";"RUE DU SOMMET DES ALPES";"rue";"15e";"65"
"10835";"RUE FREMICOURT";"rue";"15e";"370"
"14372";"VOIE BD/18";"voie";"18e";"240"
"8925";"RUE DES AMANDIERS";"rue";"20e";"620"
"14561";"CARREFOUR DE LA CROIX CATELAN";"carrefour";"16e";""
"12630";"RUE DE LA PARCHEMINERIE";"rue";"05e";"122"
"13713";"PLACE SAINTE-GENEVIEVE";"place";"05e";""
"13169";"RUE REGNARD";"rue";"06e";"16"
"9588";"RUE DES CANETTES";"rue";"06e";"132"
"13064";"RUE PRINCESSE";"rue";"06e";"88"
"14462";"VOIE BZ/16";"voie";"16e";"200"
"15155";"RUE LOUISE BOURGEOIS";"rue";"13e";"150"
"15125";"RUE MERE TERESA";"rue";"17e";"40"
"15132";"RUE MAURICE GRIMAUD";"rue";"18e";"180"
"14864";"RUE JEAN MINJOZ";"rue";"14e";"140"
"15024";"RUE LOUNES MATOUB";"rue";"19e";"88"
"14868";"RUE JEAN-CLAUDE ARNOULD";"rue";"14e";"136"
"15158";"ALLEE JEAN-JACQUES SERVAN-SCHREIBER";"allée";"16e";"198"
"15059";"PROMENADE JACQUES HEBERTOT";"promenade";"08e,17e";"116"
"15081";"ALLEE EUGENIE";"allée";"15e";"85"
"14931";"PLACE SULLY LOMBARD";"place";"20e";""
"14934";"ALLEE PAULINE LEON";"allée";"11e";"197"
"15090";"RUE GEORGES PICQUART";"rue";"17e";"337"
"15091";"ALLEE ISADORA DUNCAN";"allée";"15e";"114"
"15225";"PLACE FRANCOISE DORIN";"place";"17e";""
"14943";"PLACE JEAN LAUPRETRE";"place";"12e";""
"13573";"RUE SAINT-CLAUDE";"rue";"03e";"186"
"10079";"RUE COYSEVOX";"rue";"18e";"255"
"11803";"RUE LEONIDAS";"rue";"14e";"180"
"11573";"RUE JULES DUPRE";"rue";"15e";"107"
"11262";"RUE HENRI MURGER";"rue";"19e";"155"
"10510";"PLACE EMILE MALE";"place";"05e";"25"
"8911";"RUE ALPHONSE DAUDET";"rue";"14e";"170"
"9032";"RUE DES ARCHIVES";"rue";"03e,04e";"900"
"13418";"RUE SEDILLOT";"rue";"07e";"140"
"13066";"RUE PRISSE D'AVENNES";"rue";"14e";"97"
"11073";"RUE GODEFROY CAVAIGNAC";"rue";"11e";"405"
"10392";"RUE DUPONT DES LOGES";"rue";"07e";"140"
"14125";"RUE VULPIAN";"rue";"13e";"210"
"9004";"SQUARE ANTOINE ARNAULD";"square";"16e";"24"
"12461";"RUE DE LA NEVA";"rue";"08e";"127"
"10519";"RUE EMILIO CASTELAR";"rue";"12e";"177"
"10884";"PLACE GAMBETTA";"place";"20e";""
"12259";"SQUARE DES MIMOSAS";"square";"13e";"13"
"13061";"RUE PRIMATICE";"rue";"13e";"115"
"14783";"PLACE JEAN-PAUL SARTRE-SIMONE DE BEAUVOIR";"place";"06e";"47"
"11076";"RUE GOETHE";"rue";"16e";"130"
"10654";"RUE FAUSTIN HELIE";"rue";"16e";"121"
"10798";"RUE FRANCOIS BONVIN";"rue";"15e";"270"
"9986";"RUE DU COMMANDANT MARCHAND";"rue";"16e";"119"
"12150";"RUE MATHURIN REGNIER";"rue";"15e";"361"
"11188";"RUE GUY DE MAUPASSANT";"rue";"16e";"90"
"9506";"RUE DE BROSSE";"rue";"04e";"58"
"9805";"IMPASSE CHARTIERE";"impasse";"05e";"110"
"10382";"CITE DUPETIT-THOUARS";"cité";"03e";"130"
"10723";"RUE FIZEAU";"rue";"15e";"210"
"10601";"VILLA EUGENE LEBLANC";"villa";"19e";"80"
"12438";"PONT NATIONAL";"pont";"12e,13e";"240"
"9050";"PLACE ARMAND CARREL";"place";"19e";""
"12969";"PLACE DE LA PORTE DE CHAMPERRET";"place";"17e";""
"13865";"RUE TOUSSAINT-FERON";"rue";"13e";"107"
"13518";"AVENUE STEPHANE MALLARME";"avenue";"17e";"210"
"9999";"RUE COMPANS";"rue";"19e";"665"
"13040";"RUE DES PRAIRIES";"rue";"20e";"455"
"13869";"RUE DU TRANSVAAL";"rue";"20e";"230"
"10927";"RUE GAY-LUSSAC";"rue";"05e";"625"
"8923";"RUE D'ALSACE-LORRAINE";"rue";"19e";"260"
"14073";"AVENUE VILLEMAIN";"avenue";"14e";"226"
"12322";"RUE DU MONT DORE";"rue";"17e";"96"
"12400";"RUE MOURAUD";"rue";"20e";"285"
"11314";"IMPASSE DE L'HOTEL D'ARGENSON";"impasse";"04e";"37"
"11160";"RUE DU GUIGNIER";"rue";"20e";"84"
"10725";"PASSAGE DE FLANDRE";"passage";"19e";"122"
"12405";"RUE MOUTON-DUVERNET";"rue";"14e";"360"
"12228";"RUE DES MEUNIERS";"rue";"12e";"660"
"11881";"RUE LISFRANC";"rue";"20e";"150"
"11266";"BOULEVARD HENRI IV";"boulevard";"04e";"714"
"13682";"RUE DE SAINT-SIMON";"rue";"07e";"147"
"11386";"RUE JACQUES CARTIER";"rue";"18e";"80"
"15288";"RUE PIERRE MAUROY";"rue";"18e";"354"
"10400";"RUE DURANTON";"rue";"15e";"425"
"10822";"RUE DE LA FRATERNITE";"rue";"19e";"70"
"13406";"RUE DE SCHOMBERG";"rue";"04e";"150"
"11446";"RUE JEAN COLLY";"rue";"13e";"250"
"10928";"RUE GAZAN";"rue";"14e";"360"
"11550";"RUE JOUFFROY D'ABBANS";"rue";"17e";"1100"
"12318";"RUE MONTCALM";"rue";"18e";"490"
"12236";"RUE MICHEL-ANGE";"rue";"16e";"1156"
"13301";"RUE DE ROME";"rue";"08e,17e";"1743"
"10028";"RUE DE COPENHAGUE";"rue";"08e";"83"
"12321";"RUE DU MONT CENIS";"rue";"18e";"1304"
"9919";"PASSAGE DE CLICHY";"passage";"18e";"200"
"9794";"PLACE CHARLES VALLIN";"place";"15e";""
"8957";"RUE ANDRE BARSACQ";"rue";"18e";"140"
"12821";"RUE PICCINI";"rue";"16e";"215"
"12505";"RUE NORVINS";"rue";"18e";"285"
"13503";"RUE SPONTINI";"rue";"16e";"665"
"8995";"RUE DE L'ANNONCIATION";"rue";"16e";"315"
"9945";"RUE COETLOGON";"rue";"06e";"108"
"12212";"RUE MERCOEUR";"rue";"11e";"240"
"13564";"RUE SAINT-BRUNO";"rue";"18e";"150"
"13157";"RUE REBEVAL";"rue";"19e";"635"
"14005";"RUE VERNIER";"rue";"17e";"227"
"9801";"BOULEVARD DE CHARONNE";"boulevard";"11e,20e";"1344"
"9260";"BOULEVARD DE BELLEVILLE";"boulevard";"11e,20e";"680"
"12013";"BOULEVARD MALESHERBES";"boulevard";"08e,17e";"2650"
"15349";"PROMENADE ALAIN DEVAQUET";"promenade";"11e";""
"11485";"PLACE JEANNE D'ARC";"place";"13e";"138"
"13524";"BOULEVARD DE STRASBOURG";"boulevard";"10e";"775"
"9440";"RUE DES BOURDONNAIS";"rue";"01e";"311"
"13891";"IMPASSE DES TROIS VISAGES";"impasse";"01e";"18"
"11677";"RUE LANCRET";"rue";"16e";"62"
"9690";"RUE CHALIGNY";"rue";"12e";"545"
"12066";"PLACE DU MARCHE SAINTE-CATHERINE";"place";"04e";"31"
"12006";"AVENUE DE MALAKOFF";"avenue";"16e";"410"
"8895";"RUE ALLENT";"rue";"07e";"63"
"11133";"RUE GREUZE";"rue";"16e";"320"
"11042";"RUE GERMAIN PILON";"rue";"18e";"230"
"11046";"RUE GERVEX";"rue";"17e";"90"
"11049";"PLACE DES GENERAUX DE TRENTINIAN";"place";"16e";""
"10734";"RUE FLOREAL";"rue";"17e";"220"
"10464";"AVENUE EDWARD TUCK";"avenue";"08e";"200"
"11150";"VILLA DE GUELMA";"villa";"18e";"86"
"10499";"RUE EMILE FAGUET";"rue";"14e";"100"
"10814";"RUE FRANCOIS TRUFFAUT";"rue";"12e";"370"
"10224";"RUE DEODAT DE SEVERAC";"rue";"17e";"88"
"10588";"VILLA ETIENNE MAREY";"villa";"20e";"68"
"10862";"RUE GABRIEL LAME";"rue";"12e";"260"
"10264";"RUE DEVERIA";"rue";"20e";"100"
"11252";"SQUARE HENRI DUPARC";"square";"17e";"68"
"11257";"RUE HENRI HEINE";"rue";"16e";"285"
"11278";"RUE HENRI TUROT";"rue";"19e";"185"
"11804";"RUE LEON JOST";"rue";"17e";"240"
"12566";"RUE DE L'ORME";"rue";"19e";"226"
"11854";"RUE DE LIBOURNE";"rue";"12e";"113"
"12609";"QUAI PANHARD ET LEVASSOR";"quai";"13e";"680"
"12743";"RUE DU PERE BROTTIER";"rue";"16e";"95"
"11451";"RUE JEAN DOLENT";"rue";"14e";"340"
"12163";"BOULEVARD MAURICE BARRES";"boulevard";"Hors Paris";"860"
"11456";"RUE JEAN DUNAND";"rue";"13e";"55"
"11482";"PLACE JEAN ROSTAND";"place";"19e";""
"11923";"PLACE LOUIS LEPINE";"place";"04e";"115"
"12175";"RUE MAURICE RIPOCHE";"rue";"14e";"240"
"11483";"AVENUE JEAN MOULIN";"avenue";"14e";"625"
"11484";"RUE JEAN OESTREICHER";"rue";"17e";"110"
"11952";"AVENUE LUCIEN DESCAVES";"avenue";"14e";"140"
"12848";"RUE PIERRE-JEAN JOUVE";"rue";"19e";"70"
"12851";"RUE PIERRE JOSEPH DESAULT";"rue";"13e";"90"
"11958";"RUE LUCIEN SAMPAIX";"rue";"10e";"491"
"12011";"RUE MALASSIS";"rue";"15e";"72"
"12036";"RUE MARC ANTOINE CHARPENTIER";"rue";"13e";"143"
"12309";"RUE DE LA MONTAGNE DE LA FAGE";"rue";"15e";"284"
"12310";"RUE MONTALEMBERT";"rue";"07e";"100"
"14218";"VOIE D/5";"voie";"05e";"51"
"12399";"RUE MOUNET-SULLY";"rue";"20e";"235"
"11673";"AVENUE LAMORICIERE";"avenue";"12e";"225"
"11705";"RUE DE LASTEYRIE";"rue";"16e";"65"
"14262";"PASSAGE J/13";"passage";"13e";"34"
"13995";"SQUARE DE VERDUN";"square";"10e";"27"
"13337";"SENTIER DU ROUVRAY";"sentier";"16e";"130"
"13358";"PARVIS DU SACRE-COEUR";"parvis";"18e";"80"
"14319";"VOIE Q/18";"voie";"18e";"31"
"13364";"RUE DE LA SAIDA";"rue";"15e";"236"
"13068";"AVENUE DU PROFESSEUR ANDRE LEMIERRE";"avenue";"20e";"473"
"13709";"RUE SAINTE-FELICITE";"rue";"15e";"180"
"13723";"PLACE SAINTE-MARTHE";"place";"10e";"16"
"14742";"VILLA FLEURIE";"villa";"19e";"69"
"14173";"VOIE AC/19";"voie";"19e";"30"
"14746";"VOIE FD/20";"voie";"20e";"25"
"13251";"RUE ROBERT DE FLERS";"rue";"15e";"300"
"14776";"PLACE DE SYDNEY";"place";"07e,15e";""
"13276";"AVENUE ROCKEFELLER";"avenue";"14e";"500"
"15102";"RUE FRANTZ FANON";"rue";"20e";"70"
"15242";"PASSAGE JACQUELINE GIRAUD";"passage";"12e";""
"13041";"RUE DU PRE";"rue";"18e";"54"
"11534";"AVENUE JOSEPH BOUVARD";"avenue";"07e";"450"
"8817";"RUE AGAR";"rue";"16e";"102"
"14981";"RUE MADELEINE MARZIN";"rue";"20e";"36"
"11230";"RUE HECTOR MALOT";"rue";"12e";"284"
"15138";"PLACETTE JACQUES DUHAMEL";"placette";"05e";""
"15119";"PROMENADE YVES SAINT LAURENT";"promenade";"15e";"171"
"15120";"RUE ALPHONSE BOUDARD";"rue";"13e";"150"
"9589";"RUE DU CANIVET";"rue";"06e";"45"
"10719";"RUE DES FILLETTES";"rue";"18e";"150"
"10704";"RUE FEROU";"rue";"06e";"120"
"14416";"VOIE BJ/17";"voie";"17e";"350"
"10393";"IMPASSE DUPUY";"impasse";"18e";"87"
"14509";"VOIE DE/13";"voie";"13e";"150"
"9831";"PASSAGE CHAUSSIN";"passage";"12e";"134"
"10731";"RUE DE FLEURUS";"rue";"06e";"370"
"12112";"RUE DES MARMOUSETS";"rue";"13e";"17"
"15157";"VOIE BX/14";"voie";"14e";""
"12634";"RUE DE PARME";"rue";"09e";"91"
"13887";"COUR DES TROIS FRERES";"cour";"11e";"100"
"14161";"VOIE A/8";"voie";"08e";"33"
"14434";"VOIE BE/16";"voie";"16e";"140"
"10875";"RUE DE LA GAITE";"rue";"14e";"296"
"10104";"RUE DE CROULEBARBE";"rue";"13e";"555"
"14013";"AVENUE DE VERSAILLES";"avenue";"16e";"2080"
"14639";"ROUTE DES CHENES";"route";"12e";"380"
"10094";"RUE DU CROISSANT";"rue";"02e";"177"
"13955";"CITE DE VARENNE";"cité";"07e";"127"
"10120";"ALLEE DES CYGNES";"allée";"15e";"850"
"9008";"RUE ANTOINE DUBOIS";"rue";"06e";"57"
"10848";"AVENUE FROCHOT";"avenue";"09e";"118"
"13592";"RUE SAINT-FIACRE";"rue";"02e";"165"
"8856";"RUE ALBINONI";"rue";"12e";"95"
"14679";"ROUTE DU PARC";"route";"12e";"300"
"13623";"RUE SAINT-LAMBERT";"rue";"15e";"375"
"14403";"VOIE AX/17";"voie";"17e";"200"
"10019";"RUE DE CONSTANTINOPLE";"rue";"08e";"488"
"13208";"CITE DU RETIRO";"cité";"08e";"236"
"15404";"PROMENADE ARISTIDES DE SOUSA MENDES";"promenade";"08e,17e";""
"14325";"VOIE EG/20";"voie";"20e";"130"
"11366";"RUE DE L'ISLY";"rue";"08e";"115"
"10241";"PASSAGE DU DESIR";"passage";"10e";"210"
"8833";"RUE ALBERIC MAGNARD";"rue";"16e";"228"
"14692";"ROUTE DE LA PYRAMIDE";"route";"12e";"3000"
"11581";"RUE JULES LEFEBVRE";"rue";"09e";"119"
"15456";"PONT MARIA CASARES";"pont";"10e";""
"13348";"RUE DU RUISSEAU";"rue";"18e";"750"
"14297";"VOIE P/11";"voie";"11e";"22"
"14077";"RUE DE LA VILLETTE";"rue";"19e";"530"
"12211";"RUE DE MENILMONTANT";"rue";"20e";"1230"
"11621";"PORT DE LA BOURDONNAIS";"port";"07e";"800"
"9560";"RUE CALMELS PROLONGEE";"rue";"18e";"93"
"8978";"RUE ANGELIQUE COMPOINT";"rue";"18e";"145"
"13778";"RUE DU THEATRE";"rue";"15e";"1160"
"13319";"IMPASSE ROTHSCHILD";"impasse";"18e";"37"
"14800";"ALLEE PARIS-IVRY";"allée";"13e";"88"
"15337";"AVENUE DE LIEGE";"avenue";"Hors Paris";""
"9369";"RUE BOILEAU";"rue";"16e";"975"
"10750";"PASSAGE DE LA FONDERIE";"passage";"11e";"145"
"13885";"RUE DES TROIS COURONNES";"rue";"11e";"98"
"12691";"RUE PAUL HERVIEU";"rue";"15e";"96"
"13078";"RUE DES PROUVAIRES";"rue";"01e";"53"
"13779";"GALERIE DU THEATRE FRANCAIS";"galerie";"01e";"120"
"11103";"RUE DE LA GRANDE CHAUMIERE";"rue";"06e";"137"
"13659";"RUE SAINT-PHILIPPE";"rue";"02e";"36"
"14699";"ROUTE SAINT-HUBERT";"route";"12e";"1250"
"10134";"RUE DE DAMIETTE";"rue";"02e";"56"
"8992";"RUE DES ANNELETS";"rue";"19e";"246"
"9526";"RUE BUFFON";"rue";"05e";"616"
"13942";"PERISTYLE DE VALOIS";"péristyle";"01e";"24"
"9432";"RUE DU BOULOI";"rue";"01e";"194"
"14654";"ROUTE DE LA FALUERE";"route";"12e";"650"
"9010";"RUE ANDRE VOGUET";"rue";"13e";"162"
"13945";"IMPASSE VANDAL";"impasse";"14e";"40"
"13125";"RUE RAMEY";"rue";"18e";"557"
"13704";"RUE SAINTE-CROIX DE LA BRETONNERIE";"rue";"04e";"305"
"11731";"RUE LEBOUIS";"rue";"14e";"100"
"14658";"ROUTE DES FORTIFICATIONS";"route";"12e";"330"
"13087";"RUE DU PUITS DE L'ERMITE";"rue";"05e";"100"
"11108";"RUE DES GRANDS AUGUSTINS";"rue";"06e";"213"
"12290";"RUE MONDETOUR";"rue";"01e";"113"
"12905";"RUE DU PLAT D'ETAIN";"rue";"01e";"57"
"9868";"RUE CHRETIEN DE TROYES";"rue";"12e";"205"
"9861";"RUE CHODERLOS DE LACLOS";"rue";"13e";"85"
"9130";"QUAI D'AUSTERLITZ";"quai";"13e";"901"
"9382";"VILLA BOLERO";"villa";"19e";"60"
"10553";"RUE ERNEST HEBERT";"rue";"16e";"73"
"9271";"AVENUE DU BELVEDERE";"avenue";"19e";"120"
"9502";"SQUARE BRIZEUX";"square";"20e";"125"
