"typologie";"voie";"arrdt";"cycling_length"
"Pistes cyclables";"BOULEVARD PICPUS";"12";"523.97559979"
"Pistes cyclables";"Routes des Lacs à Passy";"16";"8.53365387"
"Pistes cyclables";"Boulevard Berthier";"17";"202.91832822"
"Bandes cyclables";"RUE HAXO";"20";"42.13907424"
"Couloirs de bus ouverts aux vélos";"RUE DES PYRENEES";"20";"89.95328826"
"Pistes cyclables";"RUE LOUIS LUMIERE";"20";"68.91195096"
"Pistes cyclables";"Rue Marcadet";"18";"25.27933837"
"Bandes cyclables";"RUE DU TELEGRAPHE";"20";"105.86061823"
"Couloirs de bus ouverts aux vélos";"RUE DE MENILMONTANT";"20";"233.44116309"
"Bandes cyclables";"RUE DE L EQUERRE";"19";"139.46762522"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"89.7262147"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"3.94953769"
"Pistes cyclables";"RUE LOUIS PASTEUR VALLERY RADOT";"18";"13.82489594"
"Pistes cyclables";"PLACE FELIX EBOUE";"12";"20.59034806"
"Bandes cyclables";"BOULEVARD DE CHARONNE";"20";"7.55051414"
"Pistes cyclables";"AVENUE DES CANADIENS";"12";"63.34120329"
"Bandes cyclables";"Rue Lagrange";"5";"9.17666297"
"Pistes cyclables";"Place Skanderbeg";"19";"14.2021131"
"Pistes cyclables";"RUE LOUIS LUMIERE";"20";"68.7255111"
"Pistes cyclables";"AVENUE DE GRAVELLE";"12";"193.71004527"
"Pistes cyclables";"RUE SIGMUND FREUD";"19";"19.79151175"
"Bandes cyclables";"RUE SIGMUND FREUD";"19";"17.44623205"
"Pistes cyclables";"BOULEVARD D INDOCHINE";"19";"9.54191847"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"11.99614776"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"11.98833197"
"Pistes cyclables";"RUE BACHELET";"18";"14.06035448"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"59.14786538"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"28.79817628"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"141.94139537"
"Pistes cyclables";"BOULEVARD NEY";"18";"31.04322899"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE D AUBERVILLIERS";"18";"67.37861785"
"Pistes cyclables";"BOULEVARD NEY";"18";"131.14130546"
"Pistes cyclables";"BOULEVARD NEY";"18";"151.22245746"
"Pistes cyclables";"RUE DES FRERES FLAVIEN";"20";"28.73144777"
"Pistes cyclables";"RUE DES FRERES FLAVIEN";"20";"9.22900577"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"105.48865595"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"29.57180271"
"Bandes cyclables";"PLACE DE WAGRAM";"17";"14.30652442"
"Pistes cyclables";"PLACE DE WAGRAM";"17";"15.95911848"
"Bandes cyclables";"PLACE DU MARECHAL JUIN";"17";"16.74302637"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VILLIERS";"17";"129.38316652"
"Pistes cyclables";"BOULEVARD GOUVION SAINT CYR";"17";"25.12389868"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"7.25768628"
"Bandes cyclables";"RUE LANTIEZ";"17";"4.90613176"
"Pistes cyclables";"VOIE MAZAS";"4";"478.53199711"
"Pistes cyclables";"RUE EDOUARD PAILLERON";"19";"20.01088309"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LAUMIERE";"19";"18.02644519"
"Pistes cyclables";"Quai de la Tournelle";"5";"23.7929223"
"Pistes cyclables";"Quai de Montebello";"5";"12.51862047"
"Pistes cyclables";"Quai Branly";"7";"496.25399641"
"Pistes cyclables";"Boulevard de Strasbourg";"2";"664.60912953"
"Pistes cyclables";"Boulevard Arago";"13";"12.55345545"
"Couloirs de bus ouverts aux vélos";"BOULEVARD ARAGO";"13";"3.8850596"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"474.42409671"
"Pistes cyclables";"Quai Saint-Bernard";"5";"668.8853522"
"Bandes cyclables";"RUE DE CLIGNANCOURT";"18";"50.21630446"
"Bandes cyclables";"PONT MIRABEAU";"15";"117.69676905"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"168.88811595"
"Pistes cyclables";"RUE LAFAYETTE";"10";"24.97761985"
"Bandes cyclables";"BOULEVARD DES INVALIDES";"7";"117.34878069"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"16.18565305"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"87.06612098"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"18";"25.0446156"
"Bandes cyclables";"Rue François Miron";"4";"130.83004928"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"16.97661198"
"Bandes cyclables";"Avenue de la Porte Molitor";"16";"25.65634141"
"Pistes cyclables";"Rue Saint-Antoine";"4";"51.89890947"
"Bandes cyclables";"PLACE DU MARECHAL JUIN";"17";"14.02143255"
"Pistes cyclables";"Quai d'Austelitz";"13";"474.25324603"
"Pistes cyclables";"Place de l'Alma";"8";"21.10362484"
"Pistes cyclables";"Place de l'Alma";"8";"34.57939792"
"Pistes cyclables";"Place de l'Alma";"16";"8.01971255"
"Couloirs de bus ouverts aux vélos";"Rue de Tolbiac";"13";"17.78846248"
"Couloirs de bus ouverts aux vélos";"Rue de Tolbiac";"13";"83.45354483"
"Couloirs de bus ouverts aux vélos";"Avenue du Général Leclerc";"14";"109.94456563"
"Bandes cyclables";"Rue de la Fontaine au Roi";"11";"24.87200012"
"Bandes cyclables";"Boulevard Bessières";"17";"6.89254314"
"Bandes cyclables";"Boulevard Bessières";"17";"5.25008658"
"Couloirs de bus ouverts aux vélos";"Avenue de New-York";"16";"238.14992262"
"Pistes cyclables";"RUE DE CONSTANTINE";"7";"18.18592303"
"Pistes cyclables";"Rue de Presbourg";"16";"60.05045197"
"Pistes cyclables";"Rue de Presbourg";"16";"36.49464069"
"Pistes cyclables";"Rue de Presbourg";"8";"35.44852216"
"Pistes cyclables";"RUE DE LA MARSEILLAISE";"19";"8.97798677"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"14";"69.38073124"
"Pistes cyclables";"Avenue de la Grande Armée";"16";"7.85714327"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"5.94901168"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MICHEL";"6";"95.70216536"
"Couloirs de bus ouverts aux vélos";"Place de la Bastille";"4";"23.37710482"
"Bandes cyclables";"QUAI DE VALMY";"10";"108.97417146"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"17.80148908"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"16.32901005"
"Pistes cyclables";"Quai d'Issy-Les-Moulineaux";"15";"260.87334598"
"Pistes cyclables";"Boulevard Voltaire";"11";"8.00632949"
"Pistes cyclables";"Place de la Bastille";"11";"27.36446241"
"Pistes cyclables";"Place de la Bastille";"4";"59.36548619"
"Pistes cyclables";"Boulevard Voltaire";"11";"35.45166569"
"Pistes cyclables";"Boulevard Voltaire";"11";"13.22046649"
"Pistes cyclables";"Boulevard Voltaire";"11";"40.3063295"
"Bandes cyclables";"RUE PAUL BODIN";"17";"18.48460824"
"Pistes cyclables";"Quai d'Austerlitz";"13";"17.68463168"
"Pistes cyclables";"Boulevard Berthier";"17";"11.62522719"
"Pistes cyclables";"Rue de Rivoli";"4";"11.40656506"
"Pistes cyclables";"Boulevard Voltaire";"11";"4.07607571"
"Bandes cyclables";"Rue du Faubourg Poissonnière";"9";"390.9450032"
"Pistes cyclables";"Rue de Rivoli";"4";"4.60253701"
"Pistes cyclables";"Boulevard Voltaire";"11";"29.63931582"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MARCEL";"13";"32.54755882"
"Couloirs de bus ouverts aux vélos";"BOULEVARD ORNANO";"18";"21.5526648"
"Pistes cyclables";"Rue de Presbourg";"16";"29.92539385"
"Bandes cyclables";"Avenue du Général Laperrine";"12";"231.11240932"
"Bandes cyclables";"Rue Bruant";"13";"289.07924115"
"Bandes cyclables";"RUE DE WATTIGNIES";"12";"61.10101819"
"Bandes cyclables";"BOULEVARD GARIBALDI";"15";"5.32764828"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"29.60636578"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"41.79150308"
"Couloirs de bus ouverts aux vélos";"RUE DE CHATEAUDUN";"9";"92.32971528"
"Pistes cyclables";"Rue des Plantes";"14";"98.90845689"
"Pistes cyclables";"Rue des Plantes";"14";"21.14710077"
"Pistes cyclables";"Rue des Plantes";"14";"15.0050247"
"Bandes cyclables";"Rue des Plantes";"14";"4.24301594"
"Pistes cyclables";"Rue des Plantes";"14";"15.76175514"
"Pistes cyclables";"Boulevard Voltaire";"11";"19.13338384"
"Pistes cyclables";"Boulevard Voltaire";"11";"12.57355309"
"Pistes cyclables";"Boulevard Voltaire";"11";"9.02058046"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"8";"12.43130238"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"8";"10.66983902"
"Bandes cyclables";"RUE DE L ESPERANCE";"13";"17.96378413"
"Pistes cyclables";"BOULEVARD DE BELLEVILLE";"11";"24.65964642"
"Pistes cyclables";"RUE PEGOUD";"15";"73.74017688"
"Bandes cyclables";"QUAI DE VALMY";"10";"39.22391486"
"Bandes cyclables";"QUAI DE VALMY";"10";"8.06984395"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"8";"112.17170392"
"Pistes cyclables";"RUE LOUIS ARMAND";"15";"2.91228436"
"Bandes cyclables";"RUE DE RENNES";"6";"14.70054623"
"Bandes cyclables";"RUE DE RENNES";"6";"28.14344093"
"Bandes cyclables";"RUE LAFAYETTE";"9";"19.56346237"
"Couloirs de bus ouverts aux vélos";"RUE DE MAUBEUGE";"9";"63.48981292"
"Pistes cyclables";"BOULEVARD ARAGO";"13";"9.9843077"
"Couloirs de bus ouverts aux vélos";"RUE MONTMARTRE";"2";"72.70665341"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"10";"47.93546326"
"Bandes cyclables";"BOULEVARD POISSONNIERE";"2";"27.96797419"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"19.37991181"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"211.91942936"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"22.09381107"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"22.46105217"
"Couloirs de bus ouverts aux vélos";"RUE DE RICHELIEU";"2";"15.66384542"
"Bandes cyclables";"RUE RICHARD LENOIR";"11";"337.52761247"
"Pistes cyclables";"RUE JULIETTE DODU";"10";"137.73675067"
"Bandes cyclables";"RUE DE PROVENCE";"9";"22.63427394"
"Pistes cyclables";"RUE LAFAYETTE";"9";"10.31088267"
"Pistes cyclables";"RUE DE PROVENCE";"9";"33.81460326"
"Bandes cyclables";"RUE DE PROVENCE";"9";"12.86267855"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES ITALIENS";"9";"31.72190165"
"Couloirs de bus ouverts aux vélos";"AVENUE DES CHAMPS ELYSEES";"8";"466.61795643"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"7.84581751"
"Bandes cyclables";"RUE DE LOURMEL";"15";"62.67819356"
"Pistes cyclables";"BOULEVARD DE GRENELLE";"15";"45.48283828"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"15.81101631"
"Pistes cyclables";"AVENUE DE L HIPPODROME";"16";"160.78881776"
"Bandes cyclables";"RUE DE CLERY";"2";"24.11449"
"Pistes cyclables";"RUE JULIA BARTET";"14";"14.71489577"
"Couloirs de bus ouverts aux vélos";"BOULEVARD GOUVION SAINT CYR";"17";"15.48795248"
"Couloirs de bus ouverts aux vélos";"BOULEVARD GOUVION SAINT CYR";"17";"18.00021551"
"Couloirs de bus ouverts aux vélos";"AVENUE DE L OPERA";"1";"36.00382348"
"Couloirs de bus ouverts aux vélos";"RUE DE L ECHELLE";"1";"50.92743387"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES BATIGNOLLES";"8";"45.20826027"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"18.12626128"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"18.03378061"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"9";"39.17444366"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"19.41316547"
"Bandes cyclables";"QUAI DE JEMMAPES";"10";"13.68273826"
"Pistes cyclables";"RUE DES ECLUSES SAINT-MARTIN";"10";"25.64924594"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"11.54524805"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"19.62017315"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE STRASBOURG";"10";"106.89647335"
"Couloirs de bus ouverts aux vélos";"RUE DE PARADIS";"10";"174.21300591"
"Bandes cyclables";"AVENUE DE FRANCE";"13";"59.36357135"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"15.1749389"
"Bandes cyclables";"BOULEVARD DE LA VILLETTE";"10";"35.5336"
"Couloirs de bus ouverts aux vélos";"RUE BEAUBOURG";"3";"18.30788119"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"10";"36.70548458"
"Pistes cyclables";"PLACE NATIONALE";"13";"9.12948856"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"1.79186032"
"Bandes cyclables";"RUE BEAUREPAIRE";"10";"18.28547736"
"Pistes cyclables";"PORTE DOREE";"12";"8.00115918"
"Couloirs de bus ouverts aux vélos";"RUE DE LYON";"12";"11.92734763"
"Couloirs de bus ouverts aux vélos";"";"18";"19.83589128"
"Pistes cyclables";"BOULEVARD DU GENERAL JEAN SIMON";"13";"35.95262818"
"Bandes cyclables";"PLACE DU BATAILLON DU PACIFIQUE";"12";"8.89328955"
"Couloirs de bus ouverts aux vélos";"RUE DE LA ROQUETTE";"11";"47.82662717"
"Bandes cyclables";"Boulevard d'Auteuil";"16";"9.13095214"
"Bandes cyclables";"Rue de la Poterne des Peupliers";"13";"62.6564968"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"6.24397673"
"Bandes cyclables";"RUE DU CHATEAU DES RENTIERS";"13";"132.23817436"
"Pistes cyclables";"Rue Quentin-Bauchart";"8";"3.76280213"
"Pistes cyclables";"Avenue de la Porte de la Plaine";"15";"22.8948123"
"Bandes cyclables";"Rue de l'Orme";"19";"32.94165554"
"Pistes cyclables";"Quai André Citroën";"15";"136.75676144"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"28.65041205"
"Bandes cyclables";"Avenue de la Bourdonnais";"7";"124.4220072"
"Couloirs de bus ouverts aux vélos";"Quai Voltaire";"7";"118.51299947"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"11.56358525"
"Pistes cyclables";"BOULEVARD DE GRENELLE";"15";"15.01815924"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"45.94713517"
"Pistes cyclables";"RUE RENE BOULANGER";"10";"14.08045742"
"Bandes cyclables";"Rue du Faubourg Poissonnière";"10";"58.82954473"
"Pistes cyclables";"Rue Robert Esnault-Pelterie";"7";"191.77296633"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"10";"194.83183421"
"Bandes cyclables";"Rue Dugay-Trouin";"6";"64.63640112"
"Pistes cyclables";"Rue Van Gogh";"12";"36.24794258"
"Bandes cyclables";"Rue du Chevaleret";"13";"141.85655601"
"Bandes cyclables";"Rue Le Brun";"13";"63.60291462"
"Bandes cyclables";"Rue François Ier";"8";"71.78586669"
"Bandes cyclables";"Rue François Ier";"8";"18.32586412"
"Bandes cyclables";"Rue Marbeuf";"8";"23.5530861"
"Pistes cyclables";"Rue Saint-Jacques";"5";"56.24299023"
"Bandes cyclables";"Rue du Laos";"15";"255.31978885"
"Pistes cyclables";"Place Rio de Janeiro";"8";"13.51236831"
"Pistes cyclables";"Rue Marcadet";"18";"27.24405042"
"Bandes cyclables";"Rue de la Fédération";"15";"158.75254159"
"Pistes cyclables";"Rue Ordener";"18";"162.98359287"
"Bandes cyclables";"QUAI BRANLY";"7";"55.66068549"
"Pistes cyclables";"Rue Didot";"14";"21.79600267"
"Pistes cyclables";"Avenue de Clichy";"17";"12.89329204"
"Pistes cyclables";"Avenue Georges Lafenestre";"14";"44.32893484"
"Pistes cyclables";"Quai d'Austerlitz";"13";"13.1193978"
"Bandes cyclables";"Avenue de la Porte Molitor";"16";"31.62056034"
"Couloirs de bus ouverts aux vélos";"RUE DU QUATRE SEPTEMBRE";"2";"58.87854871"
"Pistes cyclables";"QUAI DE VALMY";"10";"49.97099369"
"Pistes cyclables";"RUE NATIONALE";"13";"34.54656483"
"Pistes cyclables";"AVENUE D ITALIE";"13";"34.06003023"
"Pistes cyclables";"Avenue de la Porte des Ternes";"17";"26.24976003"
"Pistes cyclables";"Quai de la Tournelle";"5";"11.43399002"
"Pistes cyclables";"Quai de la Tournelle";"5";"9.80468015"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"11.32639481"
"Pistes cyclables";"Rue de Lyon";"12";"46.79941403"
"Bandes cyclables";"Rue Falguière";"15";"599.51241015"
"Couloirs de bus ouverts aux vélos";"Avenue du Président Kenney";"16";"208.05381058"
"Pistes cyclables";"Quai Saint Exupéry";"16";"23.71781798"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"171.32848478"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"4.40145035"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"10.3092494"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"24.70652238"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"10.67953366"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"19.44446676"
"Pistes cyclables";"Rue Didot";"14";"5.47692402"
"Pistes cyclables";"Avenue de Clichy";"17";"5.74279117"
"Pistes cyclables";"Avenue de Clichy";"17";"9.66759154"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"30.01490576"
"Pistes cyclables";"RUE LAFAYETTE";"10";"7.19948654"
"Bandes cyclables";"Boulevard Bessières";"17";"5.54635005"
"Pistes cyclables";"PORTE D AUBERVILLIERS";"19";"10.90400896"
"Pistes cyclables";"Boulevard Bessières";"17";"14.38836484"
"Pistes cyclables";"Rue de Rivoli";"4";"5.83716648"
"Pistes cyclables";"Place Auguste Baron";"19";"7.88501549"
"Pistes cyclables";"Rue de Rivoli";"4";"4.90523379"
"Pistes cyclables";"Rue de Rivoli";"4";"19.81292682"
"Pistes cyclables";"Rue de Rivoli";"4";"59.85366643"
"Bandes cyclables";"BOULEVARD SAINT JACQUES";"14";"7.36178752"
"Pistes cyclables";"Quai Anatole France";"7";"18.98341017"
"Pistes cyclables";"Place Léon Blum";"11";"10.38145807"
"Pistes cyclables";"Quai de la Tournelle";"5";"23.7929223"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"168.45137602"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"14.28321688"
"Pistes cyclables";"BOULEVARD VICTOR";"15";"7.28561976"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"11.60086682"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"54.85069747"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"9.79085022"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"6.41791842"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"37.25926686"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"8.76278532"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"100.59418883"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"24.57289253"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"59.65574951"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"28.18327902"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"108.29276515"
"Couloirs de bus ouverts aux vélos";"RUE DE DIJON";"12";"55.84108292"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VERSAILLES";"16";"42.02603046"
"Pistes cyclables";"RUE DE CONSTANTINE";"7";"6.667665"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"111.56214633"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"46.67475389"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"45.113081"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"10.69146159"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"102.18160373"
"Bandes cyclables";"QUAI D ORSAY";"7";"15.84627625"
"Pistes cyclables";"RUE HENRY FARMAN";"15";"8.55649999"
"Bandes cyclables";"RUE HENRY FARMAN";"15";"6.22590144"
"Couloirs de bus ouverts aux vélos";"RUE DE VAUGIRARD";"15";"113.31674187"
"Couloirs de bus ouverts aux vélos";"RUE DE VAUGIRARD";"15";"139.73712815"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"117.26526102"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"14";"27.90753519"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"14";"170.93151236"
"Couloirs de bus ouverts aux vélos";"QUAI DE LA MEGISSERIE";"1";"30.95818659"
"Pistes cyclables";"RUE VERCINGETORIX";"14";"148.9622426"
"Pistes cyclables";"RUE VERCINGETORIX";"14";"152.32859838"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"28.64753743"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"52.77492316"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"7";"85.36987958"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"23.28588"
"Couloirs de bus ouverts aux vélos";"RUE LECOURBE";"15";"112.68667676"
"Couloirs de bus ouverts aux vélos";"RUE LECOURBE";"15";"54.12490026"
"Pistes cyclables";"BOULEVARD DE L AMIRAL BRUIX";"16";"14.72548593"
"Pistes cyclables";"BOULEVARD DE L AMIRAL BRUIX";"16";"181.75931058"
"Pistes cyclables";"BOULEVARD PASTEUR";"15";"29.5369989"
"Couloirs de bus ouverts aux vélos";"RUE DE SEVRES";"7";"129.12209834"
"Couloirs de bus ouverts aux vélos";"AVENUE DU MAINE";"14";"66.43109792"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"16.63469735"
"Pistes cyclables";"ROUTE DES LACS A PASSY";"16";"27.03198977"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT WILSON";"16";"37.22183865"
"Bandes cyclables";"PONT D IENA";"16";"63.95174908"
"Pistes cyclables";"CHAUSSEE DE LA MUETTE";"16";"158.1631842"
"Pistes cyclables";"ROUTE DE SEVRES A NEUILLY";"16";"7.72958867"
"Pistes cyclables";"ALLEE DES FORTIFICATIONS";"16";"936.13941241"
"Pistes cyclables";"PLACE DE LA PORTE D AUTEUIL";"16";"91.81402326"
"Pistes cyclables";"PONT DE BIR HAKEIM";"15";"123.52482831"
"Pistes cyclables";"PONT DE BIR HAKEIM";"16";"5.40057156"
"Pistes cyclables";"AVENUE HENRI MARTIN";"16";"18.39826903"
"Pistes cyclables";"AVENUE HENRI MARTIN";"16";"23.318161"
"Pistes cyclables";"ROUTE DE SURESNES";"16";"22.53716975"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"25.07852491"
"Pistes cyclables";"PORTE MAILLOT";"16";"15.99507504"
"Pistes cyclables";"AVENUE DE NEW YORK";"16";"187.87627277"
"Pistes cyclables";"AVENUE DE NEW YORK";"16";"80.18537901"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"14.30474001"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"56.40718452"
"Couloirs de bus ouverts aux vélos";"AVENUE DENFERT ROCHEREAU";"14";"199.69324564"
"Couloirs de bus ouverts aux vélos";"AVENUE DE L OBSERVATOIRE";"14";"63.56920984"
"Pistes cyclables";"BOULEVARD SAINT JACQUES";"14";"11.53159392"
"Bandes cyclables";"BOULEVARD SAINT JACQUES";"14";"4.40001929"
"Bandes cyclables";"BOULEVARD SAINT JACQUES";"14";"45.27291597"
"Couloirs de bus ouverts aux vélos";"Avenue de Flandre";"19";"648.79161696"
"Pistes cyclables";"Rue de la Chaussée d'Antin";"9";"7.47781108"
"Couloirs de bus ouverts aux vélos";"AVENUE DU MAINE";"15";"94.47317559"
"Bandes cyclables";"RUE DU COUEDIC";"14";"27.65738798"
"Pistes cyclables";"RUE HALLE";"14";"4.99470372"
"Pistes cyclables";"RUE HALLE";"14";"5.04121672"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DU MONTPARNASSE";"6";"502.44773404"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"14.05432508"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"5";"15.47894305"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"5";"23.92597507"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CHATILLON";"14";"54.64281911"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES INVALIDES";"7";"13.4848316"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES INVALIDES";"7";"34.55477863"
"Bandes cyclables";"RUE SAINT JACQUES";"5";"11.5977325"
"Bandes cyclables";"RUE GUYNEMER";"6";"5.45598104"
"Bandes cyclables";"RUE BONAPARTE";"6";"15.06543425"
"Pistes cyclables";"RUE DE LOBAU";"4";"14.63172019"
