"typologie";"voie";"arrdt";"cycling_length"
"Pistes cyclables";"Avenue du Président Kennedy";"16";"19.65503957"
"Pistes cyclables";"Avenue de la Grande Armée";"16";"81.94093184"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"32.8674526"
"Pistes cyclables";"Rue du Faubourg Saint-Jacques";"14";"14.68686203"
"Bandes cyclables";"Avenue de Clichy";"17";"3.72824659"
"Pistes cyclables";"Avenue de Clichy";"17";"61.69912579"
"Pistes cyclables";"BOULEVARD DE CLICHY";"18";"15.59575943"
"Pistes cyclables";"RUE NATIONALE";"13";"16.38242"
"Pistes cyclables";"RUE NATIONALE";"13";"42.22892179"
"Pistes cyclables";"RUE NATIONALE";"13";"35.07061463"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE D ITALIE";"13";"59.48199301"
"Couloirs de bus ouverts aux vélos";"AVENUE DES GOBELINS";"13";"36.69855856"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MARCEL";"13";"43.67961925"
"Couloirs de bus ouverts aux vélos";"PLACE VALHUBERT";"13";"23.05637901"
"Pistes cyclables";"PONT CHARLES DE GAULLE";"12";"99.49243069"
"Pistes cyclables";"PONT CHARLES DE GAULLE";"12";"99.49250929"
"Pistes cyclables";"BOULEVARD DE CLICHY";"18";"131.12630339"
"Bandes cyclables";"Boulevard Bessières";"17";"11.61213242"
"Bandes cyclables";"RUE EDOUARD COLONNE";"1";"7.52828693"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"4";"61.24956719"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"61.69219262"
"Couloirs de bus ouverts aux vélos";"AVENUE FRANKLIN DELANO ROOSEVELT";"8";"111.57457188"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"4";"42.23278604"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"42.50410253"
"Pistes cyclables";"PLACE DE LA CONCORDE";"8";"6.48638131"
"Pistes cyclables";"Place de la Concorde";"8";"70.51271693"
"Bandes cyclables";"Rue de Tolbiac";"13";"18.91346423"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"13.71428962"
"Bandes cyclables";"Rue Francis Garnier";"17";"129.05121796"
"Bandes cyclables";"Rue Jean Cocteau";"18";"33.55171454"
"Pistes cyclables";"Rond-pont du Pont Mirabeau";"15";"10.76114747"
"Pistes cyclables";"Rond-point du Pont Mirabeau";"15";"44.44998873"
"Pistes cyclables";"Place de la Concorde";"8";"443.26765103"
"Bandes cyclables";"Rue Petitot";"19";"49.97850877"
"Bandes cyclables";"Rue Lentonnet";"9";"44.08262231"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"13.86900071"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"30.15147895"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"5.18092063"
"Pistes cyclables";"AVENUE CLAUDE REGAUD";"13";"103.83739396"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"97.45577474"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"19.87969698"
"Couloirs de bus ouverts aux vélos";"Quai Malaquais";"6";"350.28953401"
"Pistes cyclables";"Place Gambetta";"20";"17.33344893"
"Pistes cyclables";"Place Gambetta";"20";"11.31694088"
"Pistes cyclables";"Rue du Four";"6";"12.4855222"
"Bandes cyclables";"RUE SAINT JACQUES";"5";"52.88408651"
"Pistes cyclables";"Rue Van Gogh";"12";"9.00936514"
"Pistes cyclables";"Souterrain Van Gogh";"12";"318.07899019"
"Bandes cyclables";"Rue Linois";"15";"99.54047326"
"Bandes cyclables";"Rue Linois";"15";"30.2721616"
"Pistes cyclables";"Boulevard Suchet";"16";"11.76162334"
"Pistes cyclables";"Route de la Pyramide";"12";"470.05046469"
"Pistes cyclables";"Avenue de la Grande Armée";"17";"23.21559233"
"Pistes cyclables";"Rue Didot";"14";"4.9577382"
"Bandes cyclables";"Avenue de Clichy";"17";"28.63046505"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRANCE";"13";"15.141589"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"7.55105502"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"77.69526347"
"Pistes cyclables";"PLACE DE LA PORTE DE VERSAILLES";"15";"17.31677392"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"43.95896739"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"39.69112236"
"Couloirs de bus ouverts aux vélos";"PONT DU GARIGLIANO";"15";"101.17827904"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE D IVRY";"13";"60.60496094"
"Couloirs de bus ouverts aux vélos";"PLACE LACHAMBEAUDIE";"12";"89.77329343"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VERSAILLES";"16";"50.15845188"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"34.66927941"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"21.65429234"
"Bandes cyclables";"QUAI D ORSAY";"7";"13.18978221"
"Pistes cyclables";"RUE DE CONSTANTINE";"7";"17.46032145"
"Couloirs de bus ouverts aux vélos";"RUE DE VAUGIRARD";"15";"329.82937721"
"Pistes cyclables";"BOULEVARD RASPAIL";"14";"306.5679716"
"Couloirs de bus ouverts aux vélos";"COURS LA REINE";"8";"97.56044277"
"Pistes cyclables";"Place de la Concorde";"8";"16.84344194"
"Couloirs de bus ouverts aux vélos";"QUAI DES TUILERIES";"1";"14.22923096"
"Pistes cyclables";"Rue Vercingétorix";"14";"177.87967612"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"24.51409247"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"13.89823299"
"Pistes cyclables";"BOULEVARD PASTEUR";"15";"61.57438677"
"Pistes cyclables";"ALLEE DE LONGCHAMP";"16";"8.28875039"
"Couloirs de bus ouverts aux vélos";"AVENUE DU MAINE";"14";"13.68247008"
"Couloirs de bus ouverts aux vélos";"AVENUE DU MAINE";"14";"95.50218047"
"Pistes cyclables";"AVENUE DE MALAKOFF";"16";"11.61423761"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT WILSON";"16";"110.50775352"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT WILSON";"16";"90.78371576"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT KENNEDY";"16";"288.36976584"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L AMIRAL BRUIX";"16";"49.96463468"
"Pistes cyclables";"AVENUE DE POLOGNE";"16";"104.78503328"
"Couloirs de bus ouverts aux vélos";"AVENUE MOZART";"16";"20.72358033"
"Couloirs de bus ouverts aux vélos";"AVENUE MOZART";"16";"132.4690123"
"Bandes cyclables";"RUE DES SABLONS";"16";"78.6331558"
"Pistes cyclables";"CARREFOUR DE LONGCHAMP";"16";"40.82568325"
"Bandes cyclables";"RUE DAREAU";"14";"63.24246281"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"9.67028348"
"Bandes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"20.76312781"
"Bandes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"23.29751233"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"66.06904325"
"Bandes cyclables";"RUE DU FAUBOURG SAINT JACQUES";"14";"144.99432741"
"Pistes cyclables";"RUE DU FAUBOURG SAINT ANTOINE";"14";"38.95211435"
"Bandes cyclables";"AVENUE DENFERT ROCHEREAU";"14";"7.57940486"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"235.76931684"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"235.73312687"
"Pistes cyclables";"PLACE SAINT JACQUES";"14";"20.31624702"
"Couloirs de bus ouverts aux vélos";"RUE DU DEPART";"15";"319.45718376"
"Pistes cyclables";"RUE HALLE";"14";"4.88816074"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"90.99419029"
"Bandes cyclables";"RUE DU PERE CORENTIN";"14";"35.539685"
"Pistes cyclables";"RUE DU PERE CORENTIN";"14";"55.42028632"
"Bandes cyclables";"RUE DU PERE CORENTIN";"14";"16.69526383"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"28.9467638"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"46.93109514"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CHATILLON";"14";"72.50492988"
"Pistes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"20.05883786"
"Pistes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"23.10305686"
"Bandes cyclables";"CARREFOUR DE L ODEON";"6";"18.35279328"
"Pistes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"9.76096303"
"Pistes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"9.41943639"
"Bandes cyclables";"PONT LOUIS PHILIPPE";"4";"96.79560048"
"Pistes cyclables";"QUAI DES CELESTINS";"4";"4.53770375"
"Bandes cyclables";"RUE DE L UNIVERSITE";"7";"201.8133671"
"Bandes cyclables";"RUE SAINT JACQUES";"5";"38.50209347"
"Pistes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"10.24411975"
"Bandes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"7.88513109"
"Bandes cyclables";"RUE DES ARTISTES";"14";"23.6681362"
"Bandes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"14.0953834"
"Bandes cyclables";"PONT DE SULLY";"4";"61.65024804"
"Bandes cyclables";"BOULEVARD HENRI IV";"4";"20.87138364"
"Bandes cyclables";"BOULEVARD HENRI IV";"4";"42.28005202"
"Couloirs de bus ouverts aux vélos";"RUE DES ECOLES";"5";"61.92209069"
"Couloirs de bus ouverts aux vélos";"RUE DES ECOLES";"5";"59.98817823"
"Bandes cyclables";"COURS LA REINE";"8";"16.69058342"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DU TEMPLE";"11";"65.84905495"
"Couloirs de bus ouverts aux vélos";"BOULEVARD BEAUMARCHAIS";"11";"166.79514809"
"Pistes cyclables";"COURS ALBERT 1ER";"8";"7.20478069"
"Pistes cyclables";"COURS LA REINE";"8";"22.99353569"
"Pistes cyclables";"Boulevard Bessières";"17";"18.83999192"
"Bandes cyclables";"Boulevard Bessières";"17";"4.04281898"
"Bandes cyclables";"Boulevard Bessières";"17";"64.93760736"
"Bandes cyclables";"PLACE DU  PARVIS NOTRE DAME  JEAN PAUL II";"4";"60.33650562"
"Pistes cyclables";"Place Auguste Baron";"19";"63.29416693"
"Pistes cyclables";"Rue de Rivoli";"4";"4.20586138"
"Pistes cyclables";"Rue de Rivoli";"4";"5.20551207"
"Pistes cyclables";"Rue de Rivoli";"4";"4.30454039"
"Pistes cyclables";"Rue Marcadet";"18";"26.19231882"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"15.84186578"
"Couloirs de bus ouverts aux vélos";"AVENUE DE SAINT OUEN";"18";"23.77652808"
"Pistes cyclables";"Rue de Rivoli";"4";"11.12264934"
"Pistes cyclables";"Quai Voltaire";"6";"328.53730616"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"11.26373133"
"Pistes cyclables";"Rue de la Porte d'Issy";"15";"286.92215566"
"Bandes cyclables";"BOULEVARD DIDEROT";"12";"70.4388413"
"Pistes cyclables";"Rue Fernand Widal";"13";"101.32779781"
"Pistes cyclables";"Quai de Montebello";"5";"74.75127547"
"Pistes cyclables";"RUE NATIONALE";"13";"33.5245388"
"Bandes cyclables";"Boulevard Bessières";"17";"7.5685669"
"Bandes cyclables";"Rue René Panard";"13";"47.67668179"
"Pistes cyclables";"Rue de Lyon";"12";"48.37679258"
"Pistes cyclables";"Place Auguste Baron";"19";"65.04603434"
"Pistes cyclables";"Rue du Général Niox";"16";"8.69711947"
"Pistes cyclables";"Quai Saint Exupéry";"16";"23.71781798"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"8.59073913"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"11.31350398"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"15.57068097"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"5.78142079"
"Bandes cyclables";"RUE DU FOUR";"6";"10.56878907"
"Pistes cyclables";"BOULEVARD SOULT";"12";"10.12862353"
"Pistes cyclables";"Quai Branly";"15";"379.30106829"
"Pistes cyclables";"Rue Didot";"14";"7.95155784"
"Pistes cyclables";"Rue Didot";"14";"51.16900871"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRIEDLAND";"8";"92.73573722"
"Couloirs de bus ouverts aux vélos";"AVENUE DE FRIEDLAND";"8";"50.28042683"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"50.20133512"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"14.74316552"
"Bandes cyclables";"PLACE DE LA REPUBLIQUE";"3";"22.98865269"
"Pistes cyclables";"QUAI ANDRE CITROEN";"15";"7.98456696"
"Couloirs de bus ouverts aux vélos";"RUE ETIENNE MARCEL";"1";"121.64275681"
"Bandes cyclables";"RUE NICOLAI";"12";"46.64395955"
"Pistes cyclables";"RUE CHARLES HERMITE";"18";"94.92426807"
"Pistes cyclables";"RUE RENE BINET";"18";"38.92732404"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"18";"20.50893199"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"73.88065906"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"5.64776207"
"Pistes cyclables";"AVENUE CORENTIN CARIOU";"19";"55.04241873"
"Bandes cyclables";"RUE ORFILA";"20";"52.11445398"
"Bandes cyclables";"RUE DAMREMONT";"18";"2.86718893"
"Pistes cyclables";"RUE DAMREMONT";"18";"36.12837791"
"Pistes cyclables";"AVENUE DE GRAVELLE";"12";"9.30048417"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"3.81683165"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"105.92951718"
"Bandes cyclables";"AVENUE JEAN JAURES";"19";"21.1209417"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"20.47158904"
"Pistes cyclables";"BOULEVARD DU FORT DE VAUX";"17";"105.83355359"
"Bandes cyclables";"RUE DES BATIGNOLLES";"17";"64.35506294"
"Bandes cyclables";"RUE DES BATIGNOLLES";"17";"115.54451301"
"Couloirs de bus ouverts aux vélos";"RUE LAGRANGE";"5";"10.56160739"
"Couloirs de bus ouverts aux vélos";"RUE DE CLICHY";"9";"45.97895265"
"Pistes cyclables";"AVENUE DE LA PORTE DE VINCENNES";"20";"143.98022969"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"19";"33.92257364"
"Pistes cyclables";"BOULEVARD DE BELLEVILLE";"20";"26.20049005"
"Pistes cyclables";"BOULEVARD DE BELLEVILLE";"20";"19.41592497"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"17.51423809"
"Couloirs de bus ouverts aux vélos";"RUE MARX DORMOY";"18";"56.11126477"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"35.20391482"
"Pistes cyclables";"ESPLANADE SAINT-LOUIS";"12";"10.40386044"
"Couloirs de bus ouverts aux vélos";"COURS DES MARECHAUX";"12";"179.39335937"
"Pistes cyclables";"RUE RIQUET";"18";"250.26214681"
"Bandes cyclables";"RUE RIQUET";"18";"79.51954435"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"6.93661413"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"10.2545973"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"115.98357708"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"4.5374201"
"Bandes cyclables";"RUE BELGRAND";"20";"25.30894072"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CLIGNANCOURT";"18";"15.15446475"
"Pistes cyclables";"BOULEVARD SERURIER";"19";"191.960047"
"Pistes cyclables";"RUE LE VAU";"20";"50.10016878"
"Pistes cyclables";"BOULEVARD BARBES";"18";"96.31947253"
"Pistes cyclables";"AVENUE COURTELINE";"12";"19.96669091"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SERURIER";"19";"22.14180407"
"Pistes cyclables";"RUE LOUIS LUMIERE";"20";"156.31797344"
"Pistes cyclables";"RUE DES DOCTEURS DEJERINE";"20";"260.2903576"
"Pistes cyclables";"BOULEVARD DE GUYANE";"12";"444.66093323"
"Pistes cyclables";"AVENUE COURTELINE";"12";"12.02465389"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"20";"22.53517695"
"Pistes cyclables";"AVENUE DE LA PORTE DE VINCENNES";"12";"14.89677701"
"Pistes cyclables";"COURS DE VINCENNES";"20";"11.48885974"
"Pistes cyclables";"BOULEVARD SOULT";"12";"19.38605734"
"Pistes cyclables";"BOULEVARD SOULT";"12";"134.36300087"
"Pistes cyclables";"BOULEVARD SOULT";"12";"16.62974563"
"Pistes cyclables";"PLACE EDOUARD RENARD";"12";"11.54612031"
"Pistes cyclables";"PLACE DU CARDINAL LAVIGERIE";"12";"151.49948928"
"Pistes cyclables";"RUE DE LAGNY";"20";"6.08683797"
"Bandes cyclables";"RUE DU POTEAU";"18";"29.9642101"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"12.58564497"
"Bandes cyclables";"BOULEVARD DE CHARONNE";"20";"7.8092922"
"Pistes cyclables";"BOULEVARD D INDOCHINE";"19";"208.06544947"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"119.47407467"
"Pistes cyclables";"Route des Lacs à Passy";"16";"17.00126828"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"15.44989483"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"15.92936787"
"Pistes cyclables";"AVENUE DE LA PORTE DE BAGNOLET";"20";"84.27351755"
"Pistes cyclables";"BOULEVARD BARBES";"18";"8.07483455"
"Pistes cyclables";"RUE DE RAMBOUILLET";"12";"126.9837289"
"Couloirs de bus ouverts aux vélos";"RUE DES PYRENEES";"20";"42.05651741"
"Couloirs de bus ouverts aux vélos";"AVENUE JEAN JAURES";"19";"189.44574525"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"145.75097906"
"Pistes cyclables";"AVENUE JEAN JAURES";"19";"8.7921748"
"Pistes cyclables";"AVENUE DE LA PORTE DE CHARENTON";"12";"14.9852179"
"Pistes cyclables";"AVENUE DE LA PORTE DE CHARENTON";"12";"131.65716334"
"Pistes cyclables";"RUE DE CHARENTON";"12";"17.70864235"
"Pistes cyclables";"RUE DE CHARENTON";"12";"8.8721402"
"Pistes cyclables";"PLACE FELIX EBOUE";"12";"9.87352984"
"Pistes cyclables";"PLACE FELIX EBOUE";"12";"14.39374059"
"Bandes cyclables";"Rue Lagrange";"5";"66.95733233"
"Bandes cyclables";"Rue Dante";"5";"5.0271589"
"Bandes cyclables";"Rue Lagrange";"5";"19.78159388"
"Pistes cyclables";"Place Skanderbeg";"18";"36.49420617"
"Bandes cyclables";"RUE LAMBERT";"18";"58.3823892"
"Bandes cyclables";"RUE BACHELET";"18";"10.98990335"
"Pistes cyclables";"BOULEVARD MACDONALD";"19";"43.2631379"
"Pistes cyclables";"RUE LE VAU";"20";"8.7583366"
"Pistes cyclables";"RUE DE LA MARSEILLAISE";"19";"72.1255981"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"32.45536353"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"73.83602477"
"Bandes cyclables";"AVENUE DE VILLIERS";"17";"272.87572808"
"Bandes cyclables";"BOULEVARD GOUVION SAINT CYR";"17";"79.22571063"
"Pistes cyclables";"ESPLANADE SAINT-LOUIS";"12";"64.24327501"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"36.33914758"
"Couloirs de bus ouverts aux vélos";"AVENUE SIMON BOLIVAR";"19";"192.46849707"
"Pistes cyclables";"RUE EDOUARD PAILLERON";"19";"133.16219294"
"Pistes cyclables";"RUE EDOUARD PAILLERON";"19";"48.94202893"
"Bandes cyclables";"BOULEVARD DE LA VILLETTE";"19";"15.54152698"
"Pistes cyclables";"RUE CARDINET";"17";"104.74219701"
"Pistes cyclables";"BOULEVARD DIDEROT";"12";"9.66851107"
"Couloirs de bus ouverts aux vélos";"RUE DE LA MONNAIE";"1";"166.24985746"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"105.63796567"
"Pistes cyclables";"PLACE FELIX EBOUE";"12";"20.93225691"
"Pistes cyclables";"RUE DU COTENTIN";"15";"26.59587641"
"Pistes cyclables";"Quai Saint-Michel";"5";"31.60721514"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"94.50386406"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-MARTIN";"10";"277.55247102"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-MARTIN";"10";"9.27612258"
"Bandes cyclables";"QUAI DE VALMY";"10";"14.64659066"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"213.71955332"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"11";"110.67605252"
"Bandes cyclables";"BOULEVARD DE CHARONNE";"11";"23.45670736"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-ANTOINE";"11";"143.97837091"
"Pistes cyclables";"RUE DE MONTREUIL";"11";"17.37387306"
"Pistes cyclables";"BOULEVARD DE COURCELLES";"8";"50.24717404"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"79.75360014"
"Pistes cyclables";"RUE LOUIS ARMAND";"15";"11.69918677"
"Bandes cyclables";"PLACE DU 18 JUIN 1940";"6";"27.86432766"
"Bandes cyclables";"PLACE DU CARDINAL AMETTE";"15";"136.81906014"
"Couloirs de bus ouverts aux vélos";"RUE DE MAUBEUGE";"9";"72.53666005"
"Bandes cyclables";"RUE BLANCHE";"9";"72.52211035"
"Couloirs de bus ouverts aux vélos";"RUE MONTMARTRE";"2";"65.99670001"
"Couloirs de bus ouverts aux vélos";"RUE MONTMARTRE";"2";"28.6273753"
"Couloirs de bus ouverts aux vélos";"RUE DE BERCY";"12";"359.60980715"
"Pistes cyclables";"QUAI D IVRY";"13";"37.65277015"
"Bandes cyclables";"BOULEVARD POISSONNIERE";"2";"22.56861897"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"53.79510857"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"37.18471716"
"Bandes cyclables";"BOULEVARD DE COURCELLES";"17";"23.51762311"
"Pistes cyclables";"BOULEVARD RICHARD LENOIR";"11";"63.77581208"
"Pistes cyclables";"BOULEVARD RICHARD LENOIR";"11";"82.13056047"
"Bandes cyclables";"QUAI DE JEMMAPES";"10";"25.70029209"
"Bandes cyclables";"RUE FROMENT";"11";"37.19462035"
"Bandes cyclables";"RUE DE L ORILLON";"11";"38.26711293"
"Pistes cyclables";"RUE JULIETTE DODU";"10";"90.19376695"
"Couloirs de bus ouverts aux vélos";"RUE D AMSTERDAM";"8";"34.4788608"
"Couloirs de bus ouverts aux vélos";"RUE D AMSTERDAM";"8";"36.67002349"
"Couloirs de bus ouverts aux vélos";"Rue de la Chaussée d'Antin";"9";"58.76855475"
"Bandes cyclables";"RUE DE PROVENCE";"9";"15.52196609"
"Bandes cyclables";"RUE DE PROVENCE";"9";"19.26318898"
"Pistes cyclables";"RUE DU MOULIN DES PRES";"13";"5.41907897"
"Couloirs de bus ouverts aux vélos";"RUE DE ROME";"8";"44.75465247"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"45.63317688"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"89.26160665"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"6.18512179"
"Pistes cyclables";"PLACE MARCEL CERDAN";"15";"11.47264806"
"Pistes cyclables";"RUE D AUBERVILLIERS";"18";"132.01511361"
"Bandes cyclables";"RUE DE CLERY";"2";"42.14589463"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"143.64740438"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"96.87590223"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"18.54476742"
"Pistes cyclables";"BOULEVARD DE LA VILLETTE";"10";"18.13353915"
"Bandes cyclables";"RUE DE PROVENCE";"9";"17.47585836"
"Bandes cyclables";"RUE RICHER";"9";"72.50530888"
"Couloirs de bus ouverts aux vélos";"RUE DE LYON";"12";"33.47541821"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DIDEROT";"12";"53.83203094"
"Couloirs de bus ouverts aux vélos";"RUE DU QUATRE SEPTEMBRE";"2";"61.48431205"
"Pistes cyclables";"BOULEVARD DES BATIGNOLLES";"8";"79.14169944"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"10.30721505"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"19.39180927"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"42.21380458"
"Pistes cyclables";"QUAI DE JEMMAPES";"10";"13.51051218"
"Bandes cyclables";"QUAI DE JEMMAPES";"10";"27.97358464"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"157.84222949"
"Bandes cyclables";"QUAI BRANLY";"7";"11.9392768"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"37.99850501"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"14.3529835"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"27.12416591"
"Bandes cyclables";"RUE ROSSINI";"9";"42.45717474"
"Bandes cyclables";"AVENUE DE LA PORTE DE VITRY";"13";"10.1711908"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"10.81491523"
"Bandes cyclables";"RUE DE ROME";"17";"18.71623215"
"Pistes cyclables";"RUE CARDINET";"17";"6.06339493"
