"voie";"arrdt";"cycling_length"
"BOULEVARD SUCHET";"16";"15.91515269"
"PONT DE L ALMA";"7";"64.57601632"
"PLACE TATTEGRAIN";"16";"23.48389106"
"AVENUE HENRI MARTIN";"16";"12.11806924"
"AVENUE GEORGES MENDEL";"16";"17.7128957"
"ROUTE DE SEVRES A NEUILLY";"16";"7.70940943"
"PONT DE BIR HAKEIM";"16";"5.49714028"
"AVENUE GEORGES MANDEL";"16";"327.15593637"
"BOULEVARD LANNES";"16";"50.43262364"
"AVENUE DE SAINT CLOUD";"16";"35.14927185"
"ROUTE DES MOULINS";"16";"13.3730755"
"BOULEVARD AUGUSTE BLANQUI";"13";"39.62643625"
"BOULEVARD AUGUSTE BLANQUI";"13";"31.92927159"
"BOULEVARD AUGUSTE BLANQUI";"13";"13.70345514"
"BOULEVARD SAINT JACQUES";"14";"59.77677241"
"RUE HALLE";"14";"5.15898101"
"RUE DU PERE CORENTIN";"14";"19.33796388"
"RUE DU PERE CORENTIN";"14";"17.59738366"
"QUAI DE L HOTEL DE VILLE";"4";"8.01588735"
"QUAI DE L HOTEL DE VILLE";"4";"29.08756868"
"QUAI DES CELESTINS";"4";"5.1339077"
"RUE DES ARTISTES";"14";"4.78869891"
"RUE GUYNEMER";"6";"43.17732301"
"RUE GUYNEMER";"6";"19.12086928"
"PONT DE SULLY";"4";"97.12974082"
"RUE DE LOBAU";"4";"30.01621072"
"RUE DE LOBAU";"4";"15.81511635"
"PONT MORLAND";"4";"47.98849405"
"COURS ALBERT 1ER";"8";"9.83171697"
"COURS ALBERT 1ER";"8";"585.08389092"
"QUAI DE LA RAPEE";"12";"9.9228181"
"BOULEVARD DE COURCELLES";"8";"12.43130238"
"BOULEVARD DE COURCELLES";"8";"10.66983902"
"RUE DE L ESPERANCE";"13";"17.96378413"
"BOULEVARD DE BELLEVILLE";"11";"24.65964642"
"RUE PEGOUD";"15";"73.74017688"
"QUAI DE VALMY";"10";"39.22391486"
"QUAI DE VALMY";"10";"8.06984395"
"BOULEVARD DE COURCELLES";"8";"112.17170392"
"RUE LOUIS ARMAND";"15";"2.91228436"
"RUE DE RENNES";"6";"14.70054623"
"RUE DE RENNES";"6";"28.14344093"
"RUE LAFAYETTE";"9";"19.56346237"
"BOULEVARD ARAGO";"13";"9.9843077"
"BOULEVARD DE LA CHAPELLE";"10";"47.93546326"
"BOULEVARD POISSONNIERE";"2";"27.96797419"
"AVENUE DAUMESNIL";"12";"19.37991181"
"BOULEVARD DES BATIGNOLLES";"8";"211.91942936"
"BOULEVARD DE COURCELLES";"17";"22.09381107"
"BOULEVARD DE COURCELLES";"17";"22.46105217"
"RUE RICHARD LENOIR";"11";"337.52761247"
"RUE JULIETTE DODU";"10";"137.73675067"
"RUE DE PROVENCE";"9";"22.63427394"
"RUE LAFAYETTE";"9";"10.31088267"
"RUE DE PROVENCE";"9";"33.81460326"
"RUE DE PROVENCE";"9";"12.86267855"
"BOULEVARD DE MAGENTA";"10";"7.84581751"
"RUE DE LOURMEL";"15";"62.67819356"
"BOULEVARD DE GRENELLE";"15";"45.48283828"
"BOULEVARD GARIBALDI";"15";"15.81101631"
"AVENUE DE L HIPPODROME";"16";"160.78881776"
"RUE DE CLERY";"2";"24.11449"
"RUE JULIA BARTET";"14";"14.71489577"
"AVENUE DAUMESNIL";"12";"18.12626128"
"AVENUE DAUMESNIL";"12";"18.03378061"
"BOULEVARD DE MAGENTA";"10";"19.41316547"
"QUAI DE JEMMAPES";"10";"13.68273826"
"RUE DES ECLUSES SAINT-MARTIN";"10";"25.64924594"
"BOULEVARD DE MAGENTA";"10";"11.54524805"
"AVENUE DE FRANCE";"13";"59.36357135"
"BOULEVARD GARIBALDI";"15";"15.1749389"
"BOULEVARD DE LA VILLETTE";"10";"35.5336"
"PLACE NATIONALE";"13";"9.12948856"
"QUAI DE LA RAPEE";"12";"1.79186032"
"RUE BEAUREPAIRE";"10";"18.28547736"
"PORTE DOREE";"12";"8.00115918"
"BOULEVARD DU GENERAL JEAN SIMON";"13";"35.95262818"
"PLACE DU BATAILLON DU PACIFIQUE";"12";"8.89328955"
"PLACE DE LA REPUBLIQUE";"11";"17.59353705"
"PLACE DE LA REPUBLIQUE";"11";"18.14369373"
"PLACE DE LA REPUBLIQUE";"11";"23.05372207"
"QUAI DE LA MARNE";"19";"510.31468289"
"QUAI DE LA MARNE";"19";"105.23926538"
"RUE DE GRAVELLE";"12";"141.81850402"
"BOULEVARD NEY";"18";"153.50820833"
"RUE EMILE BOLLAERT";"19";"341.39440534"
"RUE RENE BIDET";"18";"143.92169938"
"BOULEVARD DE LA CHAPELLE";"18";"10.29111974"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"20.74600402"
"BOULEVARD DE LA CHAPELLE";"18";"30.02059509"
"BOULEVARD MORTIER";"20";"153.52845241"
"RUE DU CAMBODGE";"20";"40.43745116"
"RUE DAMREMONT";"18";"7.32425568"
"AVENUE DE LA PORTE DES LILAS";"19";"58.33169568"
"BOULEVARD DE DOUAUMONT";"17";"23.93719401"
"BOULEVARD DE DOUAUMONT";"17";"145.04577927"
"BOULEVARD D INDOCHINE";"19";"165.37650179"
"RUE BELGRAND";"20";"53.93290216"
"RUE BELGRAND";"20";"23.15819753"
"RUE DE LA TOMBE ISSOIRE";"14";"26.05936213"
"AVENUE DE LA PORTE DE VINCENNES";"20";"14.40805848"
"BOULEVARD CARNOT";"12";"41.718086"
"RUE EDOUARD LARTET";"12";"56.38619989"
"BOULEVARD DE LA VILLETTE";"19";"30.69218438"
"BOULEVARD DE MENILMONTANT";"20";"20.36768236"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"6.80457608"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"26.93326037"
"BOULEVARD MALESHERBES";"17";"49.81763015"
"BOULEVARD MORTIER";"20";"67.31888503"
"PLACE DE LA PORTE DE BAGNOLET";"20";"5.1314362"
"COURS DES MARECHAUX";"12";"166.67346355"
"COURS DES MARECHAUX";"12";"20.22082456"
"BOULEVARD DE PICPUS";"12";"30.29764229"
"RUE MARYSE HILSZ";"20";"30.75746836"
"AVENUE DU PROFESSEUR ANDRE LEMIERE";"20";"62.57204542"
"BOULEVARD DAVOUT";"20";"27.83044713"
"AVENUE DAUMESNIL";"12";"16.55930889"
"ROUTE DES PETITS PONTS";"19";"360.12466346"
"AVENUE BENOIT FRACHON";"20";"232.74785448"
"BOULEVARD DE CHARONNE";"20";"8.6622667"
"Route des Lacs à Passy";"16";"8.80698689"
"RUE DE LAGNY";"20";"96.4216714"
"RUE DE LAGNY";"20";"46.29040374"
"RUE DU TELEGRAPHE";"20";"24.8885774"
"AVENUE JEAN JAURES";"19";"9.91828073"
"BOULEVARD DE PICPUS";"12";"18.1546532"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"47.53033804"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"11.50605261"
"AVENUE DE LA PORTE DE CHARENTON";"12";"16.28410592"
"AVENUE DE LA PORTE DE CHARENTON";"12";"142.35161644"
"RUE DE WATTIGNIES";"12";"103.32000114"
"BOULEVARD DIDEROT";"12";"9.4610652"
"BOULEVARD DE CHARONNE";"20";"21.98884386"
"PORTE DE LA CHAPELLE";"18";"197.1556739"
"PORTE DE LA CHAPELLE";"18";"21.23471228"
"AVENUE DES CANADIENS";"12";"10.02343622"
"Rue Lagrange";"5";"99.45484453"
"RUE CHARLES HERMITE";"18";"231.07040457"
"RUE DES FOUGERES";"20";"6.55649511"
"BOULEVARD DE BERCY";"12";"19.15899121"
"BOULEVARD DE BERCY";"12";"69.48999964"
"BOULEVARD DAVOUT";"20";"131.51463995"
"RUE EDOUARD PAILLERON";"19";"22.97940023"
"BOULEVARD DIDEROT";"12";"9.7385247"
"Quai de Montebello";"5";"74.75127547"
"Place Pierre Mac Orlan";"18";"28.36754599"
"Rue Saint-Antoine";"4";"65.41790603"
"Quai d'Orsay";"7";"622.17478865"
"Boulevard Arago";"13";"7.73157272"
"Boulevard Arago";"13";"57.75749298"
"BOULEVARD DU GENERAL JEAN SIMON";"13";"31.09019228"
"RUE DE RENNES";"6";"43.85039164"
"BOULEVARD LEFEBVRE";"15";"258.53384046"
"PLACE DE LA PORTE DE VERSAILLES";"15";"65.86129125"
"PONT DES INVALIDES";"7";"75.58894018"
"AVENUE DE LA GRANDE ARMEE";"16";"2.54930689"
"PLACE DE VARSOVIE";"16";"27.45004601"
"Avenue des Champs-Elysées";"8";"25.68213518"
"Avenue des Champs-Elysées";"8";"11.29074065"
"BOULEVARD DE COURCELLES";"17";"48.03503085"
"Avenue de la Porte Molitor";"16";"169.44826339"
"Rue Saint-Antoine";"4";"12.75333952"
"Place de l'Alma";"16";"10.29201918"
"Rue de Tilsitt";"17";"31.1656785"
"BOULEVARD SAINT JACQUES";"14";"20.68130685"
"AVENUE DES CHAMPS ELYSEES";"8";"23.14678723"
"Quai André Citroën";"15";"185.08794594"
"BOULEVARD DE MENILMONTANT";"20";"14.81802825"
"Avenue Geroges Lafenestre";"14";"220.99448071"
"Quai d'Austerlitz";"13";"152.38036964"
"QUAI DE VALMY";"10";"66.7859611"
"AVENUE DAUMESNIL";"12";"35.25714464"
"Rue du Château Landon";"10";"235.80775271"
"Rue du Château Landon";"10";"125.17415444"
"Rue Pouchet";"17";"9.60934089"
"Rue Saint-Armand";"15";"138.39967208"
"Avenue du Président Kennedy";"16";"19.65503957"
"Avenue de la Grande Armée";"16";"81.94093184"
"Avenue des Champs-Elysées";"8";"32.8674526"
"Rue du Faubourg Saint-Jacques";"14";"14.68686203"
"Avenue de Clichy";"17";"3.72824659"
"Avenue de Clichy";"17";"61.69912579"
"BOULEVARD DE CLICHY";"18";"15.59575943"
"AVENUE DE VILLIERS";"17";"27.64655331"
"Avenue Emilie Laurent";"12";"63.55920061"
"Rue de la Poterne des Peupliers";"13";"53.58550968"
"Rue de la Poterne des Peupliers";"13";"47.9766474"
"Avenue de Clichy";"17";"6.86457366"
"Rue de Vaugirard";"15";"145.59221707"
"AVENUE JEAN JAURES";"19";"11.14706818"
"BOULEVARD MACDONALD";"19";"20.29987331"
"Boulevard Diderot";"12";"10.59689467"
"BOULEVARD DE BONNE NOUVELLE";"2";"8.6693425"
"Avenue de la Porte de la Plaine";"15";"18.91424055"
"Place des Insurgés de Varsovie";"15";"16.80193771"
"Place des Insurgés de Varsovie";"15";"23.4347737"
"BOULEVARD DAVOUT";"20";"3.81108238"
"AVENUE DE VILLIERS";"17";"62.81834419"
"Route des Sablons à la Porte Maillot";"16";"6.13034205"
"Boulevard Bessières";"17";"12.1554868"
"Rue de Rivoli";"4";"18.44573307"
"PORTE D AUBERVILLIERS";"19";"9.29972862"
"PORTE D AUBERVILLIERS";"19";"11.05155866"
"Place Auguste Baron";"19";"7.28276819"
"Rue de Rivoli";"4";"5.38868283"
"RUE DE GRENELLE";"7";"42.29071994"
"Quai Saint-Bernard";"5";"83.50491885"
"Rue de Rivoli";"4";"22.63352226"
"Avenue Franklin Roosevelt";"8";"76.46496469"
"Quai de Conti";"6";"146.19385684"
"Quai de Conti";"6";"145.78019135"
"Rue Saint-Antoine";"4";"12.63248553"
"AVENUE DE SAINT CLOUD";"16";"175.71170613"
"Rue de Rivoli";"1";"1696.79298754"
"Place Léon Blum";"11";"24.94854595"
"Place Léon Blum";"11";"20.1936669"
"Quai Branly";"7";"516.07572296"
"Quai Branly";"7";"514.90676633"
"Place Gambetta";"20";"18.15417903"
"Avenue de la Bourdonnais";"7";"43.87441273"
"Rue Marbeuf";"8";"24.03394619"
"Rue de Gergovie";"14";"12.70742245"
"Rue Linois";"15";"31.95619365"
"Rue Marcadet";"18";"87.50772674"
"Rue Le Peletier";"9";"154.80204487"
"Rue Saint-Charles";"15";"254.25416787"
"Rue de Charenton";"12";"115.80725285"
"Rue Didot";"14";"10.00923875"
"Rue Didot";"14";"8.04454241"
"Rue Didot";"14";"20.76723295"
"Avenue du Général Sarrail";"16";"162.12789435"
"RUE BELGRAND";"20";"32.31856785"
"RUE MARYSE HILSZ";"20";"31.96562401"
"Avenue de Flandre";"19";"2.85136398"
"Boulevard Voltaire";"11";"682.34259626"
"Rue Saint-Honoré";"1";"261.9878655"
"BOULEVARD DE CHARONNE";"11";"14.51207796"
"Boulevard Berthier";"17";"65.47770802"
"Rue des Plantes";"14";"4.12829956"
"Avenue des Champs-Elysées";"8";"25.71947385"
"Avenue des Champs-Elysées";"8";"25.71710485"
"Avenue des Champs-Elysées";"8";"7.32815291"
"Rue de Rivoli";"4";"25.94592156"
"Rue de Rivoli";"4";"11.40656506"
"Boulevard de Sébastopol";"1";"417.58514585"
"Boulevard Arago";"13";"14.13504079"
"Voie Cg/17";"17";"133.6042328"
"BOULEVARD MALESHERBES";"8";"43.98587074"
"BOULEVARD AUGUSTE BLANQUI";"13";"23.4050514"
"Place Louis Armstrong";"13";"42.38677202"
"Boulevard Voltaire";"11";"13.93550075"
"Rue de Turbigo";"1";"5.81187131"
"Boulevard Arago";"14";"24.34011975"
"Boulevard Arago";"13";"6.65027931"
"AVENUE D ITALIE";"13";"16.13503844"
"QUAI DE BERCY";"12";"9.78833316"
"AVENUE DE FRANCE";"13";"98.74100505"
"BOULEVARD MALESHERBES";"8";"70.02017434"
"BOULEVARD MALESHERBES";"8";"52.46202892"
"BOULEVARD MALESHERBES";"8";"29.44492772"
"AVENUE DE FRANCE";"13";"79.32225092"
"BOULEVARD JOURDAN";"14";"71.32728974"
"BOULEVARD EXELMANS";"16";"26.16435128"
"BOULEVARD BRUNE";"14";"5.76026872"
"BOULEVARD BRUNE";"14";"214.42567742"
"BOULEVARD BRUNE";"14";"57.43251922"
"BOULEVARD MASSENA";"13";"95.89957395"
"BOULEVARD MASSENA";"13";"19.72408283"
"RUE DE CONSTANTINE";"7";"90.23459779"
"RUE ROBERT ESNAULT PELTERIE";"7";"28.43378361"
"QUAI D ORSAY";"7";"280.9040827"
"RUE HENRY FARMAN";"15";"263.24520608"
"BOULEVARD JOURDAN";"14";"19.42098852"
"BOULEVARD KELLERMANN";"13";"14.70108407"
"BOULEVARD MASSENA";"13";"16.66635461"
"PONT DE LA CONCORDE";"7";"67.00726307"
"RUE SAINT ANDRE DES ARTS";"6";"10.59978273"
"Rue Vercingétorix";"14";"222.02215388"
"Rue Vercingétorix";"14";"57.46789843"
"AVENUE FOCH";"16";"552.74779773"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"39.40674796"
"RUE DU CHATEAU";"14";"32.87130473"
"AVENUE JEAN MOULIN";"14";"101.66078834"
"BOULEVARD DE L AMIRAL BRUIX";"16";"15.54484618"
"CHAUSSEE DE LA MUETTE";"16";"131.38785563"
"PLACE DE LA PORTE D AUTEUIL";"16";"20.48941168"
"PLACE TATTEGRAIN";"16";"15.1652659"
"BOULEVARD SUCHET";"16";"37.98188568"
"ROUTE DES MOULINS";"16";"9.21493692"
"PONT DE SURESNES";"16";"79.70420823"
"BOULEVARD AUGUSTE BLANQUI";"13";"17.06478577"
"ALLEE DE LONGCHAMP";"16";"14.34877579"
"PLACE MADELEINE RENAUD ET JEAN LOUIS BARRAULT";"15";"8.49821403"
"BOULEVARD AUGUSTE BLANQUI";"13";"25.80119445"
"BOULEVARD AUGUSTE BLANQUI";"13";"17.66426904"
"BOULEVARD AUGUSTE BLANQUI";"13";"38.03793183"
"BOULEVARD SAINT JACQUES";"14";"19.91278168"
"RUE DU COUEDIC";"14";"8.2320076"
"RUE HALLE";"14";"58.54591243"
"RUE DU PERE CORENTIN";"14";"18.4072271"
"BOULEVARD SAINT GERMAIN";"5";"48.60698473"
"QUAI DE L HOTEL DE VILLE";"4";"9.93892373"
"QUAI DES CELESTINS";"4";"3.67811337"
"RUE SARRETTE";"14";"156.44923499"
"RUE GUYNEMER";"6";"14.47739302"
"BOULEVARD MORLAND";"4";"64.84496894"
"RUE SAINT JACQUES";"5";"14.39945936"
"RUE MONGE";"5";"19.82159672"
"AVENUE DES GOBELINS";"5";"7.83153656"
"COURS LA REINE";"8";"151.27483322"
"COURS ALBERT 1ER";"8";"18.31589902"
"COURS LA REINE";"8";"220.70576756"
"BOULEVARD MALESHERBES";"8";"27.89281272"
"BOULEVARD MALESHERBES";"8";"126.88901205"
"BOULEVARD MALESHERBES";"8";"139.70809221"
"AVENUE ERNEST RENAN";"15";"8.76219621"
"BOULEVARD DE COURCELLES";"8";"186.1813305"
"RUE DE LA PROVIDENCE";"13";"6.09465123"
"RUE DU FAUBOURG SAINT-MARTIN";"10";"23.18192914"
"BOULEVARD DE MENILMONTANT";"11";"10.84701651"
"QUAI D IVRY";"13";"6.35491644"
"AVENUE CLAUDE REGAUD";"13";"5.99516458"
"AVENUE CLAUDE REGAUD";"13";"5.04934538"
"BOULEVARD MONTMARTRE";"2";"73.67290107"
"AVENUE CLAUDE REGAUD";"13";"5.00070295"
"AVENUE DAUMESNIL";"12";"106.74010009"
"Rue du Commandant L'Herminier";"20";"249.66014157"
"BOULEVARD RICHARD LENOIR";"11";"45.19694623"
"BOULEVARD RICHARD LENOIR";"11";"42.10499185"
"BOULEVARD RICHARD LENOIR";"11";"413.26861978"
"ROUTE DES LACS A PASSY";"16";"129.38227874"
"RUE DE PROVENCE";"9";"55.57239758"
"RUE DE CRIMEE";"19";"26.28718713"
"RUE DE CRIMEE";"19";"7.38589974"
"RUE RICHER";"9";"13.17965811"
"BOULEVARD DES BATIGNOLLES";"17";"11.2981337"
"BOULEVARD DE ROCHECHOUART";"18";"22.96958203"
"BOULEVARD DE MAGENTA";"10";"19.46794555"
"BOULEVARD DE LA VILLETTE";"10";"14.01368839"
"BOULEVARD DE MAGENTA";"10";"10.49997203"
"BOULEVARD GARIBALDI";"15";"23.67968141"
"BOULEVARD GARIBALDI";"15";"19.55273728"
"BOULEVARD GARIBALDI";"15";"17.13534215"
"BOULEVARD GARIBALDI";"15";"3.82391926"
"BOULEVARD DE LA BASTILLE";"12";"62.38766267"
"BOULEVARD PONIATOWSKI";"12";"11.92443144"
"RUE PEAN";"13";"57.28420868"
"RUE MOUFFETARD";"5";"32.27273017"
"AVENUE DE LA PORTE DE VITRY";"13";"12.16754156"
"BOULEVARD DE GRENELLE";"15";"45.37621265"
"BOULEVARD DE GRENELLE";"15";"11.74015635"
"Place Léon Blum";"11";"17.61397889"
"BOULEVARD DE GRENELLE";"15";"71.95987897"
"QUAI D ORSAY";"7";"27.15089816"
"PLACE DU CANADA";"8";"13.01857255"
"RUE DE NANTES";"19";"348.85625076"
"AVENUE DE LA PORTE DE MONTMARTRE";"18";"125.52073189"
"AVENUE DE VILLIERS";"17";"123.44373675"
"BOULEVARD MACDONALD";"19";"57.92189893"
"BOULEVARD MACDONALD";"19";"66.76099053"
"AVENUE DE GRAVELLE";"12";"10.23322498"
"AVENUE DE GRAVELLE";"12";"667.37771818"
"AVENUE DE GRAVELLE";"12";"15.14436041"
"RUE DE TANGER";"19";"27.63986454"
"BOULEVARD SOULT";"12";"10.82611706"
"RUE DAMREMONT";"18";"32.35434171"
"AVENUE DE GRAVELLE";"12";"8.15980468"
"AVENUE DE GRAVELLE";"12";"531.24573274"
"BOULEVARD SERURIER";"19";"25.48111909"
"BOULEVARD PONIATOWSKI";"12";"11.0505522"
"BOULEVARD DU FORT DE VAUX";"17";"103.14042287"
"RUE THEODORE DE BANVILLE";"17";"48.87676653"
"AVENUE DE LA PORTE DU PRE SAINT-GERVAIS";"19";"20.40765747"
"COULEE VERTE RENE DUMONT";"12";"896.2706518"
"BOULEVARD D INDOCHINE";"19";"5.31736172"
"RUE BELGRAND";"20";"32.09851446"
"AVENUE DE LA PORTE DE BAGNOLET";"20";"168.26595696"
"PLACE D ALIGRE";"12";"137.23209407"
"AVENUE DE VILLIERS";"17";"46.49562786"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"6.87989865"
"COURS DES MARECHAUX";"12";"7.70716079"
"BOULEVARD VINCENT AURIOL";"13";"23.6665393"
"BOULEVARD BARBES";"18";"6.52138302"
"RUE DE LAGNY";"20";"18.4505027"
"Boulevard Bessières";"17";"5.82289635"
"Avenue de Flandre";"19";"9.89024513"
"Boulevard Voltaire";"11";"44.70623674"
"Quai d'Austelitz";"13";"6.71547063"
"Quai de la Gare";"13";"22.26006282"
"Boulevard Berthier";"17";"7.14218148"
"Boulevard Voltaire";"11";"9.261292"
"Boulevard de Douaumont";"17";"47.54944263"
"Avenue Franklin Roosevelt";"8";"4.2333"
"Boulevard Bessières";"17";"20.34887181"
"Rue Froidevaux";"14";"22.00335922"
"Rue Froidevaux";"14";"85.34023323"
"Quai Henri IV";"4";"10.62801303"
"Rue de Turbigo";"1";"14.71173801"
"Rue de Turbigo";"3";"347.19911736"
"Boulevard Bessières";"17";"12.46810945"
"Avenue des Champs-Elysées";"8";"69.05613971"
"Boulevard Voltaire";"11";"20.26134646"
"Quai de la Tournelle";"5";"19.9497287"
"Avenue des Champs-Elysées";"8";"23.40531237"
"AVENUE DE NEW YORK";"16";"55.41442983"
"RUE GUYNEMER";"6";"18.20894366"
"RUE DE L OUEST";"14";"34.68193167"
"Rue d'Aubervilliers";"18";"18.42093996"
"Rue de Rivoli";"4";"4.90523379"
"Rue de Rivoli";"4";"22.63352226"
"Avenue de la Porte de la Villette";"19";"29.37858124"
"PORTE D AUBERVILLIERS";"18";"19.92445401"
"PORTE D AUBERVILLIERS";"19";"11.22029924"
"Boulevard Voltaire";"11";"8.89396194"
"PLACE EDOUARD RENARD";"12";"23.6764295"
"Boulevard de Picpus";"12";"7.33093546"
"BOULEVARD BARBES";"18";"80.36180828"
"Rue Saint-Antoine";"4";"4.79465019"
"BOULEVARD GARIBALDI";"15";"13.34388582"
"PLACE DE CLICHY";"9";"15.23891631"
"Rue du Four";"6";"126.08165169"
"RUE VIDAL DE LA BLACHE";"20";"28.43616258"
"Boulevard Voltaire";"11";"11.42605587"
"PLACE DE WAGRAM";"17";"7.78774776"
"BOULEVARD DIDEROT";"12";"7.6651522"
"AVENUE DAUMESNIL";"12";"12.34920665"
"Avenue de la Bourdonnais";"7";"28.15472845"
"Place Gambetta";"20";"11.37122919"
"Rue du Four";"6";"25.15632182"
"Rue d'Abbeville";"9";"52.23244039"
"AVENUE DAUMESNIL";"12";"14.43633624"
"Rue du Four";"6";"4.3853068"
"Rue Cassette";"6";"72.50628995"
"Rue Huysmans";"6";"13.50040594"
"Rue Marbeuf";"8";"5.73633782"
"Boulevard Suchet";"16";"5.97664327"
"Rue Monceau";"8";"371.11929006"
"Rue Coquillère";"1";"24.62372151"
"Place des Martyrs de la Résistance";"15";"73.0067438"
"Quai d'Orsay";"7";"368.33188318"
"Rue de Pont à Mousson";"17";"127.60777134"
"RUE DU PERE CORENTIN";"14";"23.8232401"
"Quai d'Austerlitz";"13";"13.4014277"
"Rue de Rivoli";"4";"17.11252053"
"Boulevard Arago";"14";"13.12844059"
"Rue du Château Landon";"10";"125.46871793"
"RUE LOUIS ARMAND";"15";"2.63997389"
"BOULEVARD BARBES";"18";"6.42585629"
"AVENUE DE LA PORTE DE MONTMARTRE";"18";"4.18199494"
"RUE DES TOURELLES";"20";"120.60004824"
"Avenue de la Grande Armée";"16";"40.35055859"
"Avenue des Champs-Elysées";"8";"11.07562801"
"Avenue des Champs-Elysées";"8";"10.83770661"
"Rue Didot";"14";"31.99266499"
"Avenue de Clichy";"17";"3.66933184"
"Avenue de la Grande Armée";"16";"13.82699547"
"RUE LAFAYETTE";"10";"11.37221946"
"Rue de la Poterne des Peupliers";"13";"14.44725895"
"Avenue de Clichy";"17";"9.22423658"
"Rue Balard";"15";"14.10184174"
"Rue Lecourbe";"15";"21.99538889"
"Boulevard de Strasbourg";"10";"17.99082826"
"Place des Insurgés de Varsovie";"15";"16.33121438"
"Place des Insurgés de Varsovie";"15";"19.01048612"
"Boulevard Bessières";"17";"27.9068573"
"Avenue de la Porte d'Ivry";"13";"3.13284079"
"Boulevard Bessières";"17";"11.95615552"
"Boulevard Bessières";"17";"6.58595594"
"Rue de Rivoli";"4";"19.81292682"
"RUE REBEVAL";"19";"11.81785628"
"Place Auguste Baron";"19";"6.99503518"
"Rue de Rivoli";"4";"80.7194112"
"RUE NATIONALE";"13";"18.75622204"
"Rue Marcadet";"18";"50.84124306"
"Quai Saint-Bernard";"5";"83.78279016"
"Route des Sablons à la Porte Maillot";"16";"4.61866819"
"Quai d'Orsay";"7";"369.96148404"
"Rue du Temple";"3";"106.3328707"
"Rue Saint-Antoine";"4";"47.3812269"
"ROUTE DES MOULINS";"16";"136.49669031"
"Boulevard du Bois le Prêtre";"17";"10.36582713"
"RUE DE LOBAU";"4";"51.95633443"
"RUE DE L HOTEL SAINT PAUL";"4";"39.42940968"
"Place Léon Blum";"11";"18.07026217"
"Quai d'Issy-Les-Moulineaux";"15";"314.233066"
"Rue Fernand Widal";"13";"14.24825474"
"Quai de la Tournelle";"5";"16.21870403"
"BOULEVARD LANNES";"16";"9.15393458"
"BOULEVARD BARBES";"18";"8.09522012"
"AVENUE COURTELINE";"12";"30.98003934"
"AVENUE COURTELINE";"12";"34.93111725"
"AVENUE COURTELINE";"12";"19.97092924"
"AVENUE DE SAINT-MANDE";"12";"154.16551866"
"RUE MARYSE HILSZ";"20";"79.68999348"
"AVENUE DAUMESNIL";"12";"12.29863349"
"RUE DU POTEAU";"18";"118.5364953"
"BOULEVARD DE CHARONNE";"20";"11.59514257"
"AVENUE DU BELVEDERE";"19";"56.16910957"
"Boulevard Berthier";"17";"53.54898304"
"BOULEVARD BARBES";"18";"93.40130305"
"RUE DE RAMBOUILLET";"12";"198.26864116"
"AVENUE JEAN JAURES";"19";"14.70066043"
"AVENUE JEAN JAURES";"19";"6.53411271"
"RUE LANTIEZ";"17";"13.71654853"
"AVENUE DES CANADIENS";"12";"100.41453959"
"PLACE FELIX EBOUE";"12";"13.5534061"
"PLACE FELIX EBOUE";"12";"14.23347843"
"PLACE FELIX EBOUE";"12";"16.82462078"
"PORTE DE LA CHAPELLE";"18";"19.32904019"
"Rue Dante";"5";"15.28660511"
"Place Skanderbeg";"19";"12.85684609"
"RUE SIGMUND FREUD";"19";"15.43725673"
"RUE ARMAND CARREL";"19";"321.96500625"
"AVENUE JEAN JAURES";"19";"87.69851466"
"AVENUE DE VILLIERS";"17";"116.81274709"
"BOULEVARD MALESHERBES";"17";"30.68504842"
"BOULEVARD MALESHERBES";"17";"11.95358592"
"AVENUE DE LA PORTE DE LA CHAPELLE";"18";"44.86749203"
"BOULEVARD NEY";"18";"28.06422593"
"RUE DE LA MARSEILLAISE";"19";"23.7715305"
"BOULEVARD MALESHERBES";"17";"14.23925406"
"BOULEVARD DE BERCY";"12";"10.15875187"
"ESPLANADE SAINT-LOUIS";"12";"9.99913067"
"RUE LANTIEZ";"17";"22.08936682"
"RUE DE LA JONQUIERE";"17";"8.21812802"
"Quai de Montebello";"5";"118.96397452"
"Boulevard Berthier";"17";"202.65825886"
"Boulevard Berthier";"17";"43.06671497"
"Boulevard Berthier";"17";"12.05145816"
"Boulevard Berthier";"17";"32.06636728"
"Rue du Château-Landon";"10";"197.34005604"
"Boulevard Arago";"13";"7.71123925"
"PLACE DE LA PORTE MAILLOT";"16";"117.96082332"
"QUAI DE JEMMAPES";"10";"60.21134184"
"RUE DE PATAY";"13";"15.17274376"
"BOULEVARD GARIBALDI";"15";"4.77761714"
"RUE RIQUET";"18";"22.62364171"
"AVENUE JEAN JAURES";"19";"130.89126737"
"RUE DES PETITES ECURIES";"10";"70.99535583"
"QUAI DE LA RAPEE";"12";"4.00829456"
"QUAI D ORSAY";"7";"15.51222796"
"Avenue Franklin Roosevelt";"8";"4.87098596"
"Avenue des Champs-Elysées";"8";"14.60066105"
"BOULEVARD DE CLICHY";"18";"180.64181506"
