"voie";"arrdt";"cycling_length"
"Rue Lecourbe";"15";"485.46257639"
"Avenue du Président Kennedy";"16";"10.93040702"
"Boulevard de Strasbourg";"10";"148.223416"
"Place Gambetta";"20";"17.80470452"
"Place Gambetta";"20";"13.44131718"
"Place Gambetta";"20";"19.06844917"
"Avenue de la Bourdonnais";"7";"63.98657998"
"Rue de Constantine";"7";"109.20801586"
"Rue de Constantine";"7";"94.23859258"
"Rue du Faubourg Saint-Antoine";"12";"463.76320812"
"Rue François Ier";"8";"92.71448304"
"Rue François Ier";"8";"20.20902217"
"Avenue Roger Cahen";"15";"45.5749111"
"Avenue Roger Cahen";"15";"12.84036344"
"Place Cambronne";"15";"11.35002957"
"Rue Didot";"14";"465.15843657"
"Rue des Plantes";"14";"383.64723654"
"Rue du Docteur Goujon";"12";"165.61009518"
"Rue Didot";"14";"2.15158468"
"Rue Didot";"14";"4.30338153"
"Rue Didot";"14";"4.67729962"
"Boulevard Murat";"16";"62.87182487"
"RUE DU PERE CORENTIN";"14";"15.72632679"
"Rue Louis Armand";"15";"30.17678951"
"RUE ALBERT BATET";"13";"299.61864886"
"PLACE NATIONALE";"13";"10.37010174"
"AVENUE D ITALIE";"13";"17.39858698"
"Boulevard Bessières";"17";"10.32487165"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"2.92150548"
"Rue Pouchet";"17";"4.39534152"
"RUE DES RIGOLES";"20";"47.27553131"
"Avenue de la Grande Armée";"16";"58.00401643"
"Avenue des Champs-Elysées";"8";"8.19696475"
"Avenue des Champs-Elysées";"8";"14.76581922"
"Rue de Rivoli";"4";"11.12264933"
"RUE MONGE";"5";"14.76230587"
"Rue Didot";"14";"15.99610024"
"Avenue de la Grande Armée";"17";"22.14964451"
"AVENUE DAUMESNIL";"12";"17.19416306"
"Rue Jean Cocteau";"18";"82.04301036"
"Rue Francis de Croisset";"18";"2.05757911"
"RUE CLAUDE DECAEN";"12";"137.66733628"
"Rue Fabre d'Eglantine";"12";"37.55284839"
"Avenue de la Porte de la Plaine";"15";"8.22916911"
"Avenue de la Porte de la Plaine";"15";"237.81287425"
"Place des Insurgés de Varsovie";"15";"27.43376237"
"BOULEVARD DE MAGENTA";"10";"8.01316133"
"BOULEVARD MALESHERBES";"8";"20.19982282"
"Place de la Porte de Montreuil";"20";"56.3667667"
"AVENUE D ITALIE";"13";"13.49676003"
"AVENUE D ITALIE";"13";"45.4449553"
"QUAI PANHARD ET LEVASSOR";"13";"151.11994739"
"BOULEVARD VINCENT AURIOL";"13";"83.10050427"
"RUE NATIONALE";"13";"37.00336885"
"PLACE MAZAS";"12";"22.30826608"
"PONT D AUSTERLITZ";"5";"87.62797833"
"BOULEVARD VINCENT AURIOL";"13";"11.03977056"
"BOULEVARD VINCENT AURIOL";"13";"6.12547644"
"BOULEVARD VINCENT AURIOL";"13";"5.18793481"
"Boulevard Bessières";"17";"25.66169158"
"Boulevard Bessières";"17";"5.98773788"
"PLACE SAINT AUGUSTIN";"8";"61.14247846"
"SOUTERRAIN D AUSTERLITZ";"13";"82.32220148"
"AVENUE DE FRANCE";"13";"98.74114259"
"BOULEVARD JOURDAN";"14";"85.88293512"
"BOULEVARD BRUNE";"14";"125.0404796"
"BOULEVARD LEFEBVRE";"15";"16.50765107"
"BOULEVARD EXELMANS";"16";"23.94701363"
"BOULEVARD EXELMANS";"16";"12.33643939"
"BOULEVARD BRUNE";"14";"5.87737914"
"BOULEVARD MASSENA";"13";"7.41311663"
"RUE DE CONSTANTINE";"7";"29.02497054"
"BOULEVARD SAINT GERMAIN";"7";"36.35907572"
"BOULEVARD EXELMANS";"16";"35.98743466"
"RUE HENRY FARMAN";"15";"37.20990852"
"RUE HENRY FARMAN";"15";"30.80049442"
"RUE VERCINGETORIX";"14";"6.6924341"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"44.3022334"
"BOULEVARD PASTEUR";"15";"57.1513618"
"Rue Parrot";"12";"228.46483921"
"AVENUE DE LA GRANDE ARMEE";"16";"14.24055273"
"AVENUE DE LA GRANDE ARMEE";"16";"14.17526672"
"BOULEVARD SUCHET";"16";"16.03732844"
"PONT DE L ALMA";"7";"73.55572745"
"Place de la Madeleine";"8";"174.41067579"
"PLACE DE LA PORTE D AUTEUIL";"16";"4.21610617"
"AVENUE GEORGES MENDEL";"16";"285.52316865"
"CARREFOUR DE LONGCHAMP";"16";"41.2669872"
"ROUTE DES MOULINS";"16";"12.69089949"
"AVENUE DE L HIPPODROME";"16";"12.5160961"
"AVENUE DE L HIPPODROME";"16";"611.31809142"
"ALLEE DE LONGCHAMP";"16";"568.88042455"
"ROUTE DE LA MUETTE A NEUILLY";"16";"8.14043053"
"ALLEE DE LONGCHAMP";"16";"1147.56204353"
"RUE DAREAU";"14";"155.13389596"
"PLACE MADELEINE RENAUD ET JEAN LOUIS BARRAULT";"15";"5.27201409"
"BOULEVARD AUGUSTE BLANQUI";"13";"51.88128018"
"BOULEVARD AUGUSTE BLANQUI";"13";"6.776157"
"RUE DU FAUBOURG SAINT ANTOINE";"14";"21.27263893"
"BOULEVARD SAINT JACQUES";"14";"57.10587336"
"BOULEVARD SAINT JACQUES";"14";"28.11978821"
"RUE HALLE";"14";"4.63962701"
"RUE DU COMMANDEUR";"14";"62.01091574"
"BOULEVARD SAINT GERMAIN";"5";"48.96914474"
"RUE DU FOUR";"6";"21.48425909"
"PLACE SAINT SULPICE";"6";"43.548885"
"CARREFOUR DE L ODEON";"6";"55.83718157"
"QUAI DE L HOTEL DE VILLE";"4";"5.28785002"
"QUAI DES CELESTINS";"4";"67.9206604"
"RUE SAINT JACQUES";"5";"37.33444728"
"RUE SAINT JACQUES";"5";"11.45583174"
"RUE GUAY LUSSAC";"5";"64.98659254"
"RUE SOUFFLOT";"5";"28.04432212"
"RUE SARRETTE";"14";"41.40481202"
"BOULEVARD MORLAND";"4";"16.83634664"
"BOULEVARD MORLAND";"4";"14.82474727"
"BOULEVARD HENRI IV";"4";"27.56427325"
"BOULEVARD HENRI IV";"4";"21.89113366"
"RUE MONGE";"5";"83.45529813"
"PONT DE L ARCHEVECHE";"4";"27.40048384"
"PLACE CLEMENCEAU";"8";"25.2417448"
"COURS ALBERT 1ER";"8";"93.41416179"
"COURS ALBERT 1ER";"8";"7.81940705"
"RUE DE ROME";"8";"40.50681719"
"RUE DE ROME";"8";"53.32000207"
"BOULEVARD MALESHERBES";"8";"28.94588352"
"RUE AMELOT";"11";"17.20920212"
"AVENUE DE LA PORTE D ORLEANS";"14";"10.50954809"
"RUE DU PETIT MUSC";"4";"9.55523541"
"PLACE DE LA PORTE DE VERSAILLES";"15";"112.18669988"
"RUE D ORADOUR SUR GLANE";"15";"16.65784993"
"RUE VAN GOGH";"12";"25.85326557"
"RUE DU FAUBOURG SAINT-MARTIN";"10";"111.48731421"
"QUAI DE VALMY";"10";"25.20973088"
"BOULEVARD DE CHARONNE";"11";"18.38897923"
"BOULEVARD DE CHARONNE";"11";"33.7468824"
"RUE HENRY FARMAN";"15";"14.64047212"
"RUE LOUIS ARMAND";"15";"10.41077656"
"RUE LOUIS ARMAND";"15";"84.48927903"
"RUE DE RENNES";"6";"18.83015919"
"RUE DE LA CITE";"4";"143.24509302"
"RUE DES FOSSES SAINT MARCEL";"5";"134.66948054"
"RUE LOUIS BLANC";"10";"17.21058079"
"BOULEVARD MONTMARTRE";"2";"18.20921904"
"AVENUE DAUMESNIL";"12";"40.7588925"
"BOULEVARD RICHARD LENOIR";"11";"64.57797722"
"QUAI DE JEMMAPES";"10";"236.05084515"
"RUE DE PROVENCE";"9";"57.49635034"
"RUE DE LANCRY";"10";"56.06722589"
"RUE DE LOURMEL";"15";"109.89744347"
"BOULEVARD DE MAGENTA";"10";"19.3856395"
"BOULEVARD DE MAGENTA";"10";"13.48067722"
"BOULEVARD DE MAGENTA";"10";"14.89555856"
"BOULEVARD GARIBALDI";"15";"11.86920351"
"BOULEVARD DE LA VILLETTE";"10";"32.74562669"
"BOULEVARD DIDEROT";"12";"6.34657803"
"AVENUE DE L HIPPODROME";"16";"16.67477675"
"BOULEVARD DE CLICHY";"18";"63.78194398"
"AVENUE DAUMESNIL";"12";"86.45810528"
"BOULEVARD DE MAGENTA";"10";"105.22209992"
"BOULEVARD GARIBALDI";"15";"14.48947036"
"BOULEVARD DE BONNE NOUVELLE";"2";"17.08738347"
"BOULEVARD MASSENA";"13";"9.4758497"
"BOULEVARD MASSENA";"13";"26.17275909"
"BOULEVARD MASSENA";"13";"28.27697354"
"AVENUE DE LA PORTE DE VITRY";"13";"14.39620339"
"QUAI D IVRY";"13";"40.90210022"
"BOULEVARD GARIBALDI";"15";"13.4211288"
"BOULEVARD GARIBALDI";"15";"9.92514964"
"BOULEVARD DE LA VILLETTE";"10";"7.25719394"
"RUE DE L AQUEDUC";"10";"84.90936617"
"PLACE NATIONALE";"13";"8.36720126"
"RUE DE LA LUNE";"2";"33.80310768"
"BOULEVARD DE LA BASTILLE";"12";"24.15552931"
"RUE JEAN-PIERRE TIMBAUD";"11";"22.00622494"
"BOULEVARD DE BELLEVILLE";"11";"219.97553822"
"RUE VILLIOT";"12";"156.66631183"
"RUE VILLIOT";"12";"158.46212971"
"BOULEVARD DE GRENELLE";"15";"16.54538692"
"Place Léon Blum";"11";"22.07785165"
"BOULEVARD DE ROCHECHOUART";"9";"14.95920065"
"QUAI D ORSAY";"7";"15.11362034"
"RUE CHARLES HERMITE";"18";"15.34116023"
"RUE CHARLES HERMITE";"18";"73.50192714"
"AVENUE DE LA PORTE DE MONTMARTRE";"18";"143.74580071"
"AVENUE DE VILLIERS";"17";"25.18327422"
"BOULEVARD DE LA VILLETTE";"19";"106.95062083"
"BOULEVARD DE LA VILLETTE";"19";"235.20253736"
"AVENUE DE GRAVELLE";"12";"666.2178902"
"AVENUE DE GRAVELLE";"12";"24.68748481"
"RUE CURIAL";"19";"8.77574122"
"Rue Curial";"19";"27.52641609"
"BOULEVARD MORTIER";"20";"26.61858421"
"RUE DES MARTYRS";"18";"33.43405086"
"PONT NATIONAL";"12";"110.44619509"
"RUE DAMREMONT";"18";"37.51086447"
"RUE BELGRAND";"20";"57.21625976"
"RUE BELGRAND";"20";"17.13007345"
"AVENUE CORENTIN CARIOU";"19";"65.73502935"
"AVENUE CORENTIN CARIOU";"19";"30.36451693"
"AVENUE IBSEN";"20";"135.23186033"
"AVENUE IBSEN";"20";"67.43960201"
"BOULEVARD DE LA VILLETTE";"19";"83.92575852"
"BOULEVARD DE MENILMONTANT";"20";"18.40038133"
"BOULEVARD MALESHERBES";"17";"12.1476498"
"AVENUE DE GRAVELLE";"12";"171.64376999"
"PLACE DE LA PORTE DE BAGNOLET";"20";"37.58412451"
"PLACE DE LA PORTE DE BAGNOLET";"20";"21.95850806"
"AVENUE DAUMESNIL";"12";"13.53803166"
"RUE BELGRAND";"20";"80.28404203"
"AVENUE COURTELINE";"12";"40.23876131"
"AVENUE DAUMESNIL";"12";"22.74003005"
"BOULEVARD SOULT";"12";"302.34574477"
"BOULEVARD DE CHARONNE";"20";"25.79697692"
"RUE DE LAGNY";"20";"4.66042663"
"RUE DU POTEAU";"18";"77.86612243"
"BOULEVARD DE CHARONNE";"20";"40.39849436"
"BOULEVARD DE CHARONNE";"20";"23.42692561"
"RUE RAOUL WALLENBERG";"19";"215.87042774"
"RUE ALEXANDER FLEMING";"19";"28.39037258"
"RUE DE LAGNY";"20";"50.53052828"
"AVENUE DAUMESNIL";"12";"29.20639997"
"AVENUE DAUMESNIL";"12";"8.63046769"
"RUE DUGOMMIER";"12";"37.52113259"
"AVENUE DAUMESNIL";"12";"61.64764872"
"RUE LOUIS LUMIERE";"20";"49.44497225"
"BOULEVARD BARBES";"18";"6.83780565"
"RUE PAUL BODIN";"17";"79.67524615"
"RUE REBEVAL";"19";"213.41234893"
"AVENUE JEAN JAURES";"19";"14.34679258"
"AVENUE JEAN JAURES";"19";"50.04416999"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"5.47732886"
"RUE LOUIS PASTEUR VALLERY RADOT";"18";"2.48300039"
"PLACE DE LA NATION";"11";"32.80984408"
"Rue Dante";"5";"9.66374532"
"RUE DU FAUBOURG SAINT JACQUES";"14";"234.96999897"
"RUE SIGMUND FREUD";"19";"7.10233067"
"RUE SIGMUND FREUD";"19";"130.7638385"
"AVENUE JEAN JAURES";"19";"18.3960466"
"BOULEVARD MALESHERBES";"17";"33.95010577"
"RUE DES FRERES FLAVIEN";"20";"163.85789953"
"RUE MAURICE BERTEAUX";"20";"123.45289451"
"RUE DE TLEMCEN";"20";"18.48653853"
"PLACE DE WAGRAM";"17";"13.73964797"
"BOULEVARD DAVOUT";"20";"193.3193338"
"BOULEVARD DAVOUT";"20";"7.60105231"
"BOULEVARD DE REUILLY";"12";"42.01927949"
"BOULEVARD GOUVION SAINT CYR";"17";"37.72944513"
"AVENUE DES MINIMES";"12";"7.86513669"
"BOULEVARD DAVOUT";"20";"78.90022369"
"RUE RIQUET";"19";"203.12524894"
"RUE CARDINET";"17";"24.23041275"
"RUE CARDINET";"17";"23.18005646"
"RUE PETIET";"17";"38.16454492"
"BOULEVARD DIDEROT";"12";"271.65643182"
"BOULEVARD DAVOUT";"20";"247.86131205"
"Quai de la Tournelle";"5";"5.01773852"
"Rue Saint-Antoine";"4";"4.47332582"
"Rue Saint-Antoine";"4";"18.13512799"
"Rue du Faubourg Saint-Martin";"10";"383.78771666"
"RUE DE LA PROVIDENCE";"13";"6.41113017"
"ROUTE DES PETITS PONTS";"19";"361.94459484"
"RUE SAINT HIPPOLYTE";"13";"4.63034712"
"BOULEVARD DE CLICHY";"18";"30.15227833"
"RUE ERNEST LEFEVRE";"20";"55.90942739"
"Boulevard Berthier";"17";"17.39907955"
"Avenue des Champs-Elysées";"8";"16.64177813"
"Avenue des Champs-Elysées";"8";"7.36142276"
"Avenue des Champs-Elysées";"8";"12.27901121"
"Avenue des Champs-Elysées";"8";"8.94583483"
"Boulevard Morland";"4";"43.49663127"
"Boulevard Morland";"4";"43.49663128"
"Quai d'Austelitz";"13";"474.1493892"
"Boulevard Bessières";"17";"30.27622947"
"Rue de Tilsitt";"17";"37.10834107"
"AVENUE DE L HIPPODROME";"16";"12.16316395"
"BOULEVARD DE MAGENTA";"10";"8.22070515"
"RUE JULIETTE DODU";"10";"16.03753126"
"RUE DE LA PEPINIERE";"8";"44.78927493"
"Rue de Rivoli";"4";"48.79882247"
"Rue de Rivoli";"4";"9.87855537"
"Rue de Rivoli";"4";"54.39747195"
"Rue de Rivoli";"4";"31.80112372"
"Place Auguste Baron";"19";"103.2827987"
"Boulevard Voltaire";"11";"14.50089835"
"Quai d'Austerlitz";"13";"39.47475374"
"RUE DE LOURMEL";"15";"160.39771311"
"Rue de Tilsitt";"8";"29.96591904"
"Rue de Tilsitt";"8";"34.52414841"
"Place du Bataillon du Pacifique";"12";"27.19123279"
"Quai de Conti";"6";"242.51382477"
"Boulevard Voltaire";"11";"14.75792522"
"Boulevard Voltaire";"11";"19.92325067"
"Boulevard Voltaire";"11";"14.67681371"
"Boulevard Voltaire";"11";"10.49633858"
"RUE FESSART";"19";"48.1535976"
"AVENUE IBSEN";"20";"139.97530835"
"Rue Julia Bartet";"14";"19.2819644"
"Place de la Bastille";"4";"152.49171857"
"QUAI DE VALMY";"10";"22.54154727"
"RUE NATIONALE";"13";"75.91980647"
"AVENUE DE VILLIERS";"17";"37.56092885"
"Avenue des Champs-Elysées";"8";"8.02648444"
"Boulevard Voltaire";"11";"39.39463567"
"RUE DU POTEAU";"18";"31.01351713"
"Boulevard Berthier";"17";"63.92598489"
"Boulevard Berthier";"17";"6.69405178"
"Boulevard Voltaire";"11";"4.7231865"
"Rue des Plantes";"14";"51.22848936"
"Avenue de la Porte de Saint-Ouen";"17";"109.99535705"
"RUE RAMPONEAU";"20";"43.40464695"
"Boulevard Voltaire";"11";"11.04241555"
"AVENUE COURTELINE";"12";"20.77535287"
"AVENUE DAUMESNIL";"12";"188.72132382"
"PLACE EDOUARD RENARD";"12";"8.89280629"
"RUE DES DOCTEURS DEJERINE";"20";"36.61299819"
"AVENUE COURTELINE";"12";"59.67116066"
"AVENUE COURTELINE";"12";"38.18979295"
"BOULEVARD DE MENILMONTANT";"20";"54.60517429"
"RUE MARYSE HILSZ";"20";"30.68796964"
"RUE MARYSE HILSZ";"20";"30.68802459"
"RUE MARYSE HILSZ";"20";"98.0624883"
"BOULEVARD DE MENILMONTANT";"20";"14.02877074"
"BOULEVARD DE MENILMONTANT";"20";"48.13094493"
"BOULEVARD DE MENILMONTANT";"20";"10.89208009"
"PLACE EDOUARD RENARD";"12";"88.5827009"
"AVENUE DAUMESNIL";"12";"18.50261896"
"AVENUE DAUMESNIL";"12";"165.78233858"
"PLACE DE LA PORTE DE PANTIN";"19";"88.84204222"
"RUE DU POTEAU";"18";"39.57914"
"BOULEVARD DE CHARONNE";"20";"17.61486583"
"BOULEVARD DE CHARONNE";"20";"7.99895754"
"BOULEVARD DE REUILLY";"12";"354.64204396"
"BOULEVARD DAVOUT";"20";"25.99299308"
"RUE DE LAGNY";"20";"41.19535897"
"AVENUE DAUMESNIL";"12";"62.31168045"
"AVENUE DAUMESNIL";"12";"46.21122031"
"RUE HAXO";"20";"45.45903582"
"AVENUE DAUMESNIL";"12";"23.53252445"
"AVENUE DAUMESNIL";"12";"316.62854239"
"RUE REBEVAL";"19";"41.31316275"
"AVENUE JEAN JAURES";"19";"21.24881391"
"RUE DE CRIMEE";"19";"31.05407368"
"AVENUE DAUMESNIL";"12";"36.61014928"
"AVENUE DAUMESNIL";"12";"31.05328506"
"PLACE FELIX EBOUE";"12";"20.9831141"
"BOULEVARD NEY";"18";"258.41042845"
"Place Skanderbeg";"19";"16.45588021"
"AVENUE DES CANADIENS";"12";"9.24268161"
"BOULEVARD D INDOCHINE";"19";"8.85515801"
"RUE DE WATTIGNIES";"12";"162.23986484"
"RUE DE WATTIGNIES";"12";"19.24271588"
"RUE DES FRERES FLAVIEN";"20";"108.66367665"
"BOULEVARD DAVOUT";"20";"90.78229462"
"BOULEVARD DE BERCY";"12";"42.65096323"
"BOULEVARD DE BERCY";"12";"10.91939906"
"RUE DE JESSAINT";"18";"12.51183546"
"AVENUE DAUMESNIL";"12";"160.03839864"
"BOULEVARD DAVOUT";"20";"7.50326411"
"RUE NAVIER";"17";"116.64263776"
"RUE POUCHET";"17";"38.18052297"
"QUAI DE BERCY";"12";"1046.83527866"
"RUE EDOUARD PAILLERON";"19";"17.25345792"
"RUE CARDINET";"17";"41.06462578"
"RUE CARDINET";"17";"21.15066375"
"RUE DE ROME";"8";"33.92978431"
"Quai de la Tournelle";"5";"16.54096727"
"Avenue de la Grande Armée";"17";"36.68162507"
"Boulevard Arago";"13";"7.60153423"
"BOULEVARD DE LA CHAPELLE";"10";"15.28904554"
"RUE CHAUCHAT";"9";"53.78842229"
"RUE PIXERECOURT";"20";"65.55697772"
"COURS ALBERT 1ER";"8";"9.92236004"
"Rue de Tilsitt";"8";"27.38391797"
"Avenue des Champs-Elysées";"8";"25.68745104"
"Avenue des Champs-Elysées";"8";"25.70111662"
"BOULEVARD SAINT JACQUES";"14";"24.66763803"
"Boulevard Arago";"14";"3.97436673"
"Boulevard Arago";"14";"4.46216903"
"Boulevard Arago";"14";"23.99185519"
"Boulevard Arago";"14";"4.56770091"
"BOULEVARD POISSONNIERE";"2";"46.15334389"
"AVENUE DE FRANCE";"13";"162.98215893"
"Rue Philippe de Champagne";"13";"54.42405527"
"RUE CHAMPIONNET";"18";"141.72283056"
"RUE RENE BIDET";"18";"12.5877863"
"BOULEVARD SAINT GERMAIN";"5";"35.29974839"
"Avenue des Champs-Elysées";"8";"68.43924487"
"Avenue des Champs-Elysées";"8";"4.52157331"
"Rue de Rivoli";"4";"4.78045883"
"Rue de Rivoli";"4";"94.28318664"
"Rue Saint-Antoine";"4";"19.27167133"
"RUE MONGE";"5";"16.47996903"
"RUE MONGE";"5";"5.87919993"
"Rue Didot";"14";"34.79841023"
"Rue Didot";"14";"40.87918996"
"Rue Didot";"14";"26.28577758"
"Avenue de Clichy";"17";"15.95634435"
"RUE LAFAYETTE";"10";"5.29421645"
"QUAI DE JEMMAPES";"10";"23.37800132"
"Avenue de Clichy";"17";"4.539549"
"Rue Leblanc";"15";"56.88487499"
"BOULEVARD D ALGERIE";"19";"28.49541215"
"Avenue des Champs-Elysées";"8";"30.81850121"
"Rue Sorbier";"20";"235.64490713"
"Rue du Pré Saint-Gervais";"19";"375.04680751"
"Rue Saint-Lazare";"9";"513.36716276"
"Rue Louise Thuliez";"19";"124.01803226"
"Quai André Citroën";"15";"136.7830193"
"Place des Insurgés de Varsovie";"15";"12.88048238"
"BOULEVARD DE MAGENTA";"10";"10.55290115"
"AVENUE JEAN JAURES";"19";"187.64256948"
"BOULEVARD MALESHERBES";"17";"39.87111308"
"AVENUE DAUMESNIL";"12";"17.03023057"
"AVENUE DAUMESNIL";"12";"10.30621083"
"Pont Louis Philippe";"4";"104.6743499"
"Place Gambetta";"20";"11.71599445"
"Place Gambetta";"20";"17.13107235"
"Rue de Constantine";"7";"10.32178233"
"Rue du Four";"6";"42.58915746"
"BOULEVARD MONTMARTRE";"2";"94.24212569"
"Rue François Ier";"8";"35.31985112"
"Rue François Ier";"8";"17.85260854"
"Rue Royer-Collard";"5";"59.14614315"
"Rue Linois";"15";"99.46468537"
"Quai de Conti";"6";"242.92749025"
"Rue Didot";"14";"9.54198257"
"Rue Didot";"14";"5.33208055"
"Rue Louis Loucheur";"17";"50.52818388"
"Rue Frédéric Brnet";"17";"54.88641013"
"Rue Saint-Charles";"15";"627.44389135"
"Rue François Ier";"8";"17.40855646"
"AVENUE DE LA PORTE DE BAGNOLET";"20";"84.02634539"
"RUE DU COMMANDEUR";"14";"5.93284506"
"Place de la Bastille";"11";"26.64178108"
"BOULEVARD DE MAGENTA";"10";"187.2405461"
"BOULEVARD DE MAGENTA";"10";"6.93209542"
"Avenue des Champs-Elysées";"8";"4.23553289"
"Boulevard Voltaire";"11";"4.46630027"
"Boulevard Voltaire";"11";"33.65723593"
"RUE DE LA CROIX SAINT-SIMON";"20";"201.49504596"
"Quai d'Austelitz";"13";"7.57105231"
"Boulevard Berthier";"17";"8.85523242"
"Boulevard Berthier";"17";"83.99813763"
"Boulevard Berthier";"17";"13.69066321"
"Boulevard Berthier";"17";"25.94667199"
"Boulevard Voltaire";"11";"19.54296515"
"Rue des Plantes";"14";"9.38415067"
"Rue des Plantes";"14";"10.3209132"
"RUE DES HAIES";"20";"293.64805852"
"RUE RAMPONEAU";"20";"190.47009955"
"Rue Saint-Antoine";"4";"9.93160104"
"Boulevard Bessières";"17";"4.05545512"
"Boulevard Bessières";"17";"4.4464954"
"Place Auguste Baron";"19";"16.45788479"
"Place Auguste Baron";"19";"16.45788479"
"RUE EDOUARD LARTET";"12";"56.07352627"
"BOULEVARD SERURIER";"19";"639.55581801"
"Rue de Rivoli";"4";"8.45424949"
"Rue Lecourbe";"15";"144.59489361"
"Route de la Pyramide";"12";"1022.41151882"
"Avenue de la Porte des Ternes";"17";"17.11305885"
"Place Léon Blum";"11";"15.33610738"
"Place Léon Blum";"11";"10.99879502"
"BOULEVARD DE DOUAUMONT";"17";"240.79220787"
"Quai de Montebello";"5";"20.73046594"
"Rue de Rivoli";"4";"5.20551206"
"PORTE D AUBERVILLIERS";"18";"7.6887685"
"PORTE D AUBERVILLIERS";"19";"11.74930492"
"Boulevard Voltaire";"11";"6.68673185"
"Quai de Grenelle";"15";"770.50010567"
"Route de la Pyramide";"12";"470.52914647"
"Boulevard de Reuilly";"12";"78.96205735"
"BOULEVARD MALESHERBES";"17";"61.00900044"
"Boulevard Voltaire";"11";"13.31804811"
"Boulevard Arago";"14";"9.3843253"
"Rue Froidevaux";"14";"20.24016374"
"AVENUE DENFERT ROCHEREAU";"14";"18.55786881"
"Avenue des Champs-Elysées";"8";"8.87360847"
"Quai d'Austelitz";"13";"5.48870753"
"Rue de Tolbiac";"13";"146.40623921"
"Rue Robert et Sonia Delaunay";"11";"119.55300628"
"RUE DU COMMANDANT RENE MOUCHOTTE";"14";"7.72669718"
"Rue de Tilsitt";"17";"49.23946013"
"Avenue de la Porte d'Ivry";"13";"35.64603014"
"AVENUE D ITALIE";"13";"12.95150956"
"BOULEVARD DE L HOPITAL";"13";"27.79863816"
"BOULEVARD VINCENT AURIOL";"13";"16.94216662"
"Boulevard Bessières";"17";"10.32438275"
"Boulevard Bessières";"17";"4.48715265"
"PONT DE BERCY";"12";"91.67976655"
"PONT DE BERCY";"12";"6.59011594"
"QUAI PANHARD ET LEVASSOR";"13";"6.18400579"
"QUAI PANHARD ET LEVASSOR";"13";"6.27097361"
"RUE DE RIVOLI";"1";"18.25315716"
"BOULEVARD JOURDAN";"14";"189.24886909"
"BOULEVARD JOURDAN";"14";"19.87853911"
"PLACE SAINT AUGUSTIN";"8";"35.1366988"
"BOULEVARD VICTOR";"15";"195.92775533"
"BOULEVARD LEFEBVRE";"15";"5.80161453"
"BOULEVARD BRUNE";"14";"24.45537257"
"BOULEVARD MASSENA";"13";"24.14853266"
"BOULEVARD MASSENA";"13";"4.22972165"
"RUE ROBERT ESNAULT PELTERIE";"7";"10.07979494"
"BOULEVARD KELLERMANN";"13";"273.60780993"
"BOULEVARD RASPAIL";"14";"14.57649394"
"Rue Alain";"14";"304.69623334"
"Rue Alain";"14";"304.69623334"
"RUE VERCINGETORIX";"14";"10.76406552"
"BOULEVARD DE GRENELLE";"15";"57.44092606"
"PONT ALEXANDRE III";"8";"93.14995343"
"PONT ALEXANDRE III";"7";"73.61385927"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"25.91149305"
"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"19.05732235"
"BOULEVARD DE L AMIRAL BRUIX";"16";"371.61280562"
"Rue Abel";"12";"27.97775965"
"AVENUE DE LA GRANDE ARMEE";"17";"14.30109689"
"PLACE DE LA PORTE DE PASSY";"16";"77.58748191"
"AVENUE HENRI MARTIN";"16";"17.51760517"
"AVENUE LOUIS BARTHOU";"16";"254.82080975"
"ROUTE DE SEVRES A NEUILLY";"16";"13.67397092"
"AVENUE INGRES";"16";"472.40042853"
"PONT MIRABEAU";"16";"78.70352608"
"PLACE DE COLOMBIE";"16";"45.14506512"
"ROUTE DES MOULINS";"16";"2.67652762"
"ALLEE DE LONGCHAMP";"16";"14.1679869"
"BOULEVARD AUGUSTE BLANQUI";"13";"12.34839359"
"BOULEVARD AUGUSTE BLANQUI";"13";"21.58978105"
"BOULEVARD AUGUSTE BLANQUI";"13";"21.38510613"
"BOULEVARD AUGUSTE BLANQUI";"13";"57.98787064"
"BOULEVARD AUGUSTE BLANQUI";"13";"38.58638591"
"BOULEVARD AUGUSTE BLANQUI";"13";"16.14200833"
"Rue du Faubourg Saint-Jacques";"14";"16.31324474"
"BOULEVARD AUGUSTE BLANQUI";"13";"5.6016809"
"Rue de la Chaussée d'Antin";"9";"353.42554582"
"RUE HALLE";"14";"5.35956096"
"RUE DU PERE CORENTIN";"14";"22.53781178"
"RUE DU PERE CORENTIN";"14";"10.88846323"
"AVENUE DAVID WEILL";"14";"114.27071808"
"RUE DE LA TOMBE ISSOIRE";"14";"6.56004531"
"PONT MARIE";"4";"89.28061151"
"QUAI DES CELESTINS";"4";"66.87981447"
"QUAI DES CELESTINS";"4";"171.53060607"
"QUAI DES CELESTINS";"4";"20.8883358"
"RUE DE LA TOMBE ISSOIRE";"14";"17.89620774"
"QUAI DE L HOTEL DE VILLE";"4";"49.83904926"
"QUAI DE L HOTEL DE VILLE";"4";"50.51128499"
"RUE DE LOBAU";"4";"24.03625404"
